"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901385","GO:1901385","regulation of voltage-gated calcium channel activity","7/448","41/17643",6.91695031490534e-05,0.00182167127137003,0.00147278328077241,"Calm3/Calm1/Cacnb2/Cacna2d1/Fgf14/Dmd/Hpca",7
"GO:0045010","GO:0045010","actin nucleation","8/448","55/17643",6.94062708390083e-05,0.00182167127137003,0.00147278328077241,"Wasl/Actr2/Arpc1a/Arpc5/Actr3/Arpc2/Wipf3/Nckap1",8
"GO:0032271","GO:0032271","regulation of protein polymerization","15/448","183/17643",6.9597990402355e-05,0.00182167127137003,0.00147278328077241,"Tmsb4x/Cfl1/Nav3/Capza2/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Hsp90aa1/Nckap1/Stmn2/Ptk2b/Dlg1/Cyfip2",15
"GO:0032970","GO:0032970","regulation of actin filament-based process","23/448","368/17643",7.19634537733455e-05,0.00187151110229784,0.00151307774600368,"Tmsb4x/Cfl1/Capza2/Atp2a2/Cx3cl1/Gpm6b/Arpc5/Pak3/Rock2/Actr3/Arpc2/Pfn2/Actg1/Pkp2/Nckap1/Ptk2b/Dlg1/Prkd1/Ppm1e/Atp1a1/Bcas3/Cyfip2/Pam",23
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","6/448","29/17643",7.49594402521003e-05,0.00193700922995396,0.00156603161800566,"Pkm/Csde1/Cpeb1/Hnrnpu/Impact/Nmnat2",6
"GO:0021954","GO:0021954","central nervous system neuron development","10/448","88/17643",7.75931631824819e-05,0.00199237634829955,0.00161079477999076,"Slc4a10/Plxna1/Agbl4/Lingo1/Hsp90aa1/Hsp90ab1/Ubb/Mycbp2/Rapgef2/Brinp1",10
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","7/448","42/17643",8.12076594051805e-05,0.00207207216482275,0.00167522718772951,"Actr2/Arpc1a/Arpc5/Actr3/Arpc2/Wipf3/Nckap1",7
"GO:0030833","GO:0030833","regulation of actin filament polymerization","12/448","125/17643",8.18336732391719e-05,0.00207499507707075,0.00167759030140302,"Tmsb4x/Cfl1/Capza2/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Nckap1/Ptk2b/Dlg1/Cyfip2",12
"GO:0010038","GO:0010038","response to metal ion","19/448","275/17643",8.25495871519453e-05,0.00208014705015803,0.00168175556433777,"Syt1/Syt4/Calm3/Calm1/Prnp/Calm2/Gphn/Nrxn1/Hpca/Dlg2/Ppp3ca/Cpne4/Mapk1/Neurod2/Syt7/Stk39/Pam/Cpne6/Syt11",19
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","9/448","72/17643",8.35537576760868e-05,0.00209245428945607,0.00169170571097262,"Cx3cl1/Slc8a1/Calm3/Calm1/Calm2/Dmd/Ptk2b/Cemip/Prkd1",9
"GO:0031630","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","5/448","19/17643",8.9418658424806e-05,0.00221202132456974,0.00178837316849612,"Rims2/Syt1/Rab3a/Rims1/Syt7",5
"GO:1901632","GO:1901632","regulation of synaptic vesicle membrane organization","5/448","19/17643",8.9418658424806e-05,0.00221202132456974,0.00178837316849612,"Rims2/Syt1/Rab3a/Rims1/Syt7",5
"GO:0090150","GO:0090150","establishment of protein localization to membrane","18/448","254/17643",9.15875541603713e-05,0.00224128421223766,0.00181203160368241,"Mapk10/Snap25/Exoc4/Nsg1/Prnp/Zdhhc21/Actr3/Vamp2/Arpc2/Hspa5/Hsp90aa1/Oga/Hpca/Cemip/Ccdc47/Prepl/Lrrc7/Large1",18
"GO:0010592","GO:0010592","positive regulation of lamellipodium assembly","6/448","30/17643",9.17064775034391e-05,0.00224128421223766,0.00181203160368241,"Cfl1/Actr2/Actr3/Arpc2/Hsp90aa1/Nckap1",6
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","25/448","427/17643",0.00010066449666841,0.00244548420948346,0.00197712304833763,"Slc8a1/Dnaja1/Cyp7b1/Kdm4c/Plcb1/Ywhah/Nsg1/Caly/Pak3/Aplp1/Hnrnpk/Rock2/Nr3c2/Arpc2/Hnrnpu/Klf9/Adcy2/Rora/Rapgef2/Lmo3/Mapk1/Prkd1/Atp1a1/Parp1/Lrp6",25
"GO:0010035","GO:0010035","response to inorganic substance","25/448","428/17643",0.000104440054577539,0.00252210298464926,0.00203906773222815,"Syt1/Syt4/Cfl1/Calm3/Calm1/Plcb1/Prnp/Calm2/Selenow/Gphn/Nefl/Nrxn1/Hpca/Ptk2b/Dlg2/Ppp3ca/Cpne4/Mapk1/Neurod2/Syt7/Parp1/Stk39/Pam/Cpne6/Syt11",25
"GO:0086009","GO:0086009","membrane repolarization","7/448","44/17643",0.000110414604132874,0.00265060384004184,0.00214295799737176,"Atp1b1/Nos1ap/Cacna2d1/Kcnd2/Atp1a1/Kcnd3/Nedd4l",7
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","6/448","31/17643",0.000111298599911393,0.00265540297909621,0.0021468380013398,"Rims2/Syt1/Snap25/Rab3a/Rims1/Syt7",6
"GO:0030041","GO:0030041","actin filament polymerization","13/448","149/17643",0.000111923566533264,0.00265540297909621,0.0021468380013398,"Tmsb4x/Cfl1/Capza2/Wasl/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Nckap1/Ptk2b/Dlg1/Cyfip2",13
"GO:0097091","GO:0097091","synaptic vesicle clustering","5/448","20/17643",0.000116749759981659,0.00275380102468366,0.00222639077174326,"Magi2/Rab3a/Nrxn1/Pcdh17/Bsn",5
"GO:0070296","GO:0070296","sarcoplasmic reticulum calcium ion transport","6/448","32/17643",0.000134072187399997,0.00312603944989533,0.0025273377854712,"Atp2a2/Slc8a1/Calm3/Calm1/Calm2/Dmd",6
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane","6/448","32/17643",0.000134072187399997,0.00312603944989533,0.0025273377854712,"Rims2/Syt1/Snap25/Rab3a/Rims1/Syt7",6
"GO:0006417","GO:0006417","regulation of translation","22/448","359/17643",0.000136625110130179,0.00316736041027506,0.00256074492129707,"Gapdh/Trim2/Pkm/Ddx3x/Enc1/Csde1/Ncbp1/Rplp1/Aplp1/Rock2/Eif4g2/Cpeb1/Hnrnpu/Ptk2b/Prr16/Grm5/Mapk1/Dapk1/Impact/Nmnat2/Celf1/Eif5",22
"GO:0050905","GO:0050905","neuromuscular process","14/448","174/17643",0.000146848500225613,0.0033502180915891,0.00270858154804344,"Cntnap2/Csmd1/Aplp2/Uchl1/Fgf14/Psap/Dmd/Nefl/Nrxn1/Mycbp2/Prkd1/Parp1/Atp2b2/Large1",14
"GO:0099172","GO:0099172","presynapse organization","8/448","61/17643",0.000146990096204797,0.0033502180915891,0.00270858154804344,"Lrfn5/Mdga2/Chd4/Nrxn1/Il1rapl1/Cap2/Pcdh17/Bsn",8
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","8/448","61/17643",0.000146990096204797,0.0033502180915891,0.00270858154804344,"Cfl1/Rasgrf1/Cnih2/Dlgap1/Nrxn1/Ptk2b/Dapk1/Rasgrf2",8
"GO:0060996","GO:0060996","dendritic spine development","12/448","133/17643",0.000148514244304541,0.00336338387543148,0.00271922581006045,"Cntnap2/Cfl1/Ppfia2/Wasl/Actr2/Pak3/Hnrnpk/Actr3/Eif4g2/Kalrn/Slc12a5/Bhlhb9",12
"GO:0048172","GO:0048172","regulation of short-term neuronal synaptic plasticity","5/448","21/17643",0.000150054838908824,0.00336338387543148,0.00271922581006045,"Syt4/Slc4a10/Rab3a/Grik2/Slc8a2",5
"GO:0098969","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","5/448","21/17643",0.000150054838908824,0.00336338387543148,0.00271922581006045,"Mapk10/Snap25/Nsg1/Vamp2/Lrrc7",5
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","27/448","491/17643",0.000151651259796632,0.00338048989557656,0.00273305567106017,"Tmsb4x/Cfl1/Nav3/Capza2/Cx3cl1/Cltc/Gpm6b/Arpc5/Pak3/Rock2/Actr3/Arpc2/Pfn2/Hnrnpu/Actg1/Nckap1/Stmn2/Ptk2b/Mycbp2/Dlg1/Mapk1/Mpdz/Prkd1/Ppm1e/Bcas3/Cyfip2/Pam",27
"GO:1902075","GO:1902075","cellular response to salt","14/448","175/17643",0.000155997615508252,0.0034520023540288,0.00279087200424315,"Syt1/Syt4/Plcb1/Rock2/Nrxn1/Hpca/Dlg2/Cpne4/Neurod2/Syt7/Stk39/Cpne6/Syt11/Large1",14
"GO:0140056","GO:0140056","organelle localization by membrane tethering","9/448","78/17643",0.000156561112433152,0.0034520023540288,0.00279087200424315,"Rims2/Syt1/Atp2a2/Exoc6b/Calm1/Rab3a/Exoc4/Vamp2/Rims1",9
"GO:0031396","GO:0031396","regulation of protein ubiquitination","15/448","197/17643",0.000159031433329093,0.00345932488551654,0.00279679211843585,"Ddx3x/Dnaja1/Bex2/Adgrb1/Hspa5/Hsp90aa1/Ppia/Ubb/Ndfip1/Rpl23/Mycbp2/Prickle1/Cul3/Fbxw7/Spopl",15
"GO:0050657","GO:0050657","nucleic acid transport","12/448","134/17643",0.0001594512579718,0.00345932488551654,0.00279679211843585,"Xpo1/Ranbp2/Cpsf6/Ncbp1/Kpnb1/G3bp2/Hnrnpa3/Cpeb1/Pom121/Srsf1/Sidt1/Supt6",12
"GO:0050658","GO:0050658","RNA transport","12/448","134/17643",0.0001594512579718,0.00345932488551654,0.00279679211843585,"Xpo1/Ranbp2/Cpsf6/Ncbp1/Kpnb1/G3bp2/Hnrnpa3/Cpeb1/Pom121/Srsf1/Sidt1/Supt6",12
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","10/448","96/17643",0.000161942084368524,0.00349467572491012,0.00282537253579127,"Ywhah/Actr2/Pak3/Actr3/Il1rapl1/Rapgef2/Ppp3ca/Kalrn/Bhlhb9/Nedd4l",10
"GO:0140236","GO:0140236","translation at presynapse","7/448","47/17643",0.00016971951919858,0.00364313274808804,0.00294539694693832,"Rpl13/Rpl9/Rps10/Rpl17/Rps14/Rpl27a/Rpl23",7
"GO:2001257","GO:2001257","regulation of cation channel activity","12/448","135/17643",0.00017106967442462,0.00365278773231938,0.00295320280059343,"Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Fgf14/Vamp2/Dmd/Hpca/Stim2/Dlg1/Nedd4l",12
"GO:0099011","GO:0099011","neuronal dense core vesicle exocytosis","4/448","12/17643",0.000172691104051523,0.0036681037127593,0.00296558545177484,"Syt4/Snap25/Rab3a/Rims1",4
"GO:0006470","GO:0006470","protein dephosphorylation","16/448","222/17643",0.000183338497108465,0.0038739806394221,0.00313203265893628,"Magi2/Ppp3r1/Calm3/Calm1/Ppp2r1a/Ptprt/Ywhab/Calm2/Ppp3cb/Rock2/Ppia/Ppp2ca/Ppp3ca/Ppp1r16b/Ppm1e/Rngtt",16
"GO:1903540","GO:1903540","establishment of protein localization to postsynaptic membrane","5/448","22/17643",0.000190162147849802,0.00398723591972485,0.00322359719415763,"Mapk10/Snap25/Nsg1/Vamp2/Lrrc7",5
"GO:0010498","GO:0010498","proteasomal protein catabolic process","27/448","498/17643",0.000190663980386152,0.00398723591972485,0.00322359719415763,"Pja2/Xpo1/Trim2/Enc1/Trim9/Trip12/Dlgap1/Ascc3/Faf1/Ecpas/Hspa5/Hsp90ab1/Ubb/Ube2d3/Prickle1/Rnf19a/Cul3/Fbxw7/Psmd14/Hectd1/Wac/Ccdc47/Spopl/Pias1/Canx/Nedd4l/Fbxl5",27
"GO:0140241","GO:0140241","translation at synapse","7/448","48/17643",0.000194406754431668,0.00402402144249632,0.0032533375231422,"Rpl13/Rpl9/Rps10/Rpl17/Rps14/Rpl27a/Rpl23",7
"GO:0140242","GO:0140242","translation at postsynapse","7/448","48/17643",0.000194406754431668,0.00402402144249632,0.0032533375231422,"Rpl13/Rpl9/Rps10/Rpl17/Rps14/Rpl27a/Rpl23",7
"GO:0051236","GO:0051236","establishment of RNA localization","12/448","137/17643",0.000196489037777198,0.00404647729067052,0.00327149260867619,"Xpo1/Ranbp2/Cpsf6/Ncbp1/Kpnb1/G3bp2/Hnrnpa3/Cpeb1/Pom121/Srsf1/Sidt1/Supt6",12
"GO:0017157","GO:0017157","regulation of exocytosis","15/448","201/17643",0.000198293612281748,0.0040630160859952,0.00328486388022289,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Rab3a/Trim9/Vamp2/Pfn2/Il1rapl1/Rims1/Syt7/Prepl/Cacna1e/Syt11",15
"GO:0050773","GO:0050773","regulation of dendrite development","12/448","138/17643",0.000210362333117515,0.00426917185231496,0.00345153652343925,"Csmd3/Ywhah/Actr2/Pak3/Actr3/Il1rapl1/Rapgef2/Ppp3ca/Kalrn/Fat3/Bhlhb9/Nedd4l",12
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","20/448","320/17643",0.00021045954411215,0.00426917185231496,0.00345153652343925,"Tmsb4x/Cfl1/Capza2/Cx3cl1/Gpm6b/Arpc5/Pak3/Rock2/Actr3/Arpc2/Pfn2/Actg1/Nckap1/Ptk2b/Dlg1/Prkd1/Ppm1e/Bcas3/Cyfip2/Pam",20
"GO:0030100","GO:0030100","regulation of endocytosis","19/448","296/17643",0.000214912937285734,0.00433781983367275,0.00350703698655327,"Magi2/Syt4/Btbd9/Ppp3r1/Mkln1/Tbc1d5/Wasl/Caly/Hnrnpk/Ppp3cb/Actg1/Dnm1/Hpca/Amph/Ppp3ca/Syt7/Synj1/Nedd4l/Syt11",19
"GO:1902743","GO:1902743","regulation of lamellipodium organization","7/448","49/17643",0.000221913584013994,0.004435316725844,0.00358586119318913,"Cfl1/Actr2/Actr3/Arpc2/Hsp90aa1/Nckap1/Rreb1",7
"GO:0032388","GO:0032388","positive regulation of intracellular transport","14/448","181/17643",0.000221929823846766,0.004435316725844,0.00358586119318913,"Cpsf6/Tmem30a/Prnp/Caly/Actr3/Vamp2/Arpc2/Hsp90aa1/Hsp90ab1/Hpca/Cemip/Mapk1/Prkd1/Fbxw7",14
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","6/448","35/17643",0.000225176600734146,0.00447814445675702,0.00362048652160784,"Rims2/Syt1/Snap25/Rab3a/Rims1/Syt7",6
"GO:0071248","GO:0071248","cellular response to metal ion","13/448","160/17643",0.000228242688715401,0.00451697847862625,0.00365188301944642,"Syt1/Syt4/Prnp/Nrxn1/Hpca/Dlg2/Cpne4/Mapk1/Neurod2/Syt7/Stk39/Cpne6/Syt11",13
"GO:0098900","GO:0098900","regulation of action potential","8/448","65/17643",0.00023062187715809,0.00454190755160374,0.00367203765572104,"Cntnap2/Atp2a2/Calm3/Calm1/Cacna2d1/Pkp2/Dlg1/Slc8a2",8
"GO:0006887","GO:0006887","exocytosis","21/448","348/17643",0.000237860672443968,0.00461895867001691,0.00373433188012213,"Rims2/Syt1/Syt4/Atp2a2/Exoc6b/Ppfia2/Snap25/Rab3a/Exoc4/Trim9/Ywhaz/Ppp3cb/Vamp2/Pfn2/Il1rapl1/Rims1/Syt7/Prepl/Cacna1e/Synj1/Syt11",21
"GO:0010880","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","5/448","23/17643",0.000237949805776075,0.00461895867001691,0.00373433188012213,"Slc8a1/Calm3/Calm1/Calm2/Dmd",5
"GO:0098877","GO:0098877","neurotransmitter receptor transport to plasma membrane","5/448","23/17643",0.000237949805776075,0.00461895867001691,0.00373433188012213,"Mapk10/Snap25/Nsg1/Vamp2/Lrrc7",5
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","12/448","140/17643",0.000240626850418701,0.00464868158166034,0.00375836223511115,"Tmem30a/Prnp/Actr3/Vamp2/Arpc2/Hsp90aa1/Hsp90ab1/Hpca/Cemip/Mapk1/Prkd1/Fbxw7",12
"GO:0031632","GO:0031632","positive regulation of synaptic vesicle fusion to presynaptic active zone membrane","4/448","13/17643",0.000244452708427282,0.00465607811309616,0.00376434217672059,"Rims2/Syt1/Rims1/Syt7",4
"GO:0099502","GO:0099502","calcium-dependent activation of synaptic vesicle fusion","4/448","13/17643",0.000244452708427282,0.00465607811309616,0.00376434217672059,"Rims2/Syt1/Rims1/Syt7",4
"GO:1901634","GO:1901634","positive regulation of synaptic vesicle membrane organization","4/448","13/17643",0.000244452708427282,0.00465607811309616,0.00376434217672059,"Rims2/Syt1/Rims1/Syt7",4
"GO:1901873","GO:1901873","regulation of post-translational protein modification","18/448","275/17643",0.000246838726497059,0.00467955473550734,0.00378332253696428,"Ddx3x/Dnaja1/Bex2/Sf3b1/Adgrb1/Hspa5/Hsp90aa1/Ppia/Ubb/Ndfip1/Rpl23/Mycbp2/Prickle1/Cul3/Fbxw7/Spopl/Pias1/Smarca5",18
"GO:0071277","GO:0071277","cellular response to calcium ion","9/448","83/17643",0.000252394236246013,0.00476262054162825,0.00385047951110196,"Syt1/Syt4/Nrxn1/Hpca/Cpne4/Neurod2/Syt7/Cpne6/Syt11",9
"GO:0051258","GO:0051258","protein polymerization","17/448","252/17643",0.000256242108035381,0.00479921994839052,0.00388006936916956,"Tmsb4x/Cfl1/Nav3/Capza2/Wasl/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Hsp90aa1/Nefl/Nckap1/Stmn2/Ptk2b/Dlg1/Cyfip2",17
"GO:0060999","GO:0060999","positive regulation of dendritic spine development","8/448","66/17643",0.000256699711313962,0.00479921994839052,0.00388006936916956,"Cfl1/Actr2/Pak3/Hnrnpk/Actr3/Eif4g2/Kalrn/Bhlhb9",8
"GO:0006403","GO:0006403","RNA localization","13/448","162/17643",0.000257901842995353,0.00479957695886305,0.00388035800470072,"Xpo1/Ranbp2/Cpsf6/Ncbp1/Kpnb1/G3bp2/Hnrnpa3/Cpeb1/Hnrnpu/Pom121/Srsf1/Sidt1/Supt6",13
"GO:0051656","GO:0051656","establishment of organelle localization","25/448","454/17643",0.000259137464161218,0.00480055110548887,0.00388114558195797,"Syne1/Xpo1/Slit1/Syt4/Cfl1/Exoc6b/Ppfia2/Rab3a/Exoc4/Cnih2/Ywhaz/Wasl/Agbl4/Uchl1/Kpnb1/Rps15/Hnrnpu/Ubb/Nefl/Dnm1/Dlg1/Cul3/Synj1/Copg2/Syt11",25
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","6/448","36/17643",0.000264481021984313,0.00485520138547673,0.0039253291950613,"Cntnap2/Hspa5/Psap/Rora/Sez6l2/Atp2b2",6
"GO:0099560","GO:0099560","synaptic membrane adhesion","6/448","36/17643",0.000264481021984313,0.00485520138547673,0.0039253291950613,"Magi2/Lrfn5/Mdga2/Nrxn1/Sparcl1/Pcdh17",6
"GO:0051648","GO:0051648","vesicle localization","15/448","207/17643",0.00027284292491392,0.00498466996464842,0.00403000184472438,"Magi2/Syt4/Exoc6b/Ppfia2/Rab3a/Exoc4/Cnih2/Wasl/Dnm1/Nrxn1/Cul3/Pcdh17/Bsn/Synj1/Syt11",15
"GO:0022406","GO:0022406","membrane docking","9/448","84/17643",0.0002764482972753,0.00498466996464842,0.00403000184472438,"Rims2/Syt1/Atp2a2/Exoc6b/Calm1/Rab3a/Exoc4/Vamp2/Rims1",9
"GO:0030641","GO:0030641","regulation of cellular pH","9/448","84/17643",0.0002764482972753,0.00498466996464842,0.00403000184472438,"Atp6v0c/Slc4a10/Rnasek/Dmxl1/Slc4a4/Mapk1/Slc12a5/Slc9a9/Slc4a7",9
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","9/448","84/17643",0.0002764482972753,0.00498466996464842,0.00403000184472438,"Mif/Pfn2/Hsp90aa1/Hsp90ab1/Nrxn1/Phip/Prkd1/Fnip2/Ip6k2",9
"GO:0021695","GO:0021695","cerebellar cortex development","8/448","67/17643",0.000285141276127885,0.00509611523017986,0.00412010302070248,"Cntnap2/Hspa5/Psap/Nrxn1/Rora/Neurod2/Sez6l2/Atp2b2",8
"GO:0086003","GO:0086003","cardiac muscle cell contraction","8/448","67/17643",0.000285141276127885,0.00509611523017986,0.00412010302070248,"Atp2a2/Cacnb2/Sgcd/Cacna2d1/Pkp2/Dlg1/Atp1a1/Nedd4l",8
"GO:0006883","GO:0006883","intracellular sodium ion homeostasis","5/448","24/17643",0.00029434361007917,0.00521463766852049,0.00421592594349204,"Atp1b1/Slc8a1/Nr3c2/Atp1a1/Atp1a3",5
"GO:0008090","GO:0008090","retrograde axonal transport","5/448","24/17643",0.00029434361007917,0.00521463766852049,0.00421592594349204,"Agbl4/Caly/Nefl/Dlg2/Bsn",5
"GO:0006906","GO:0006906","vesicle fusion","11/448","123/17643",0.000300379599133372,0.00529843492906126,0.0042836742832933,"Rims2/Syt1/Syt4/Snap25/Rab3a/Trim9/Vamp2/Rims1/Vav3/Syt7/Syt11",11
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","16/448","232/17643",0.000301922185940899,0.00530259007949016,0.00428703363587077,"Ddx3x/Dnaja1/Bex2/Adgrb1/Hspa5/Hsp90aa1/Ppia/Ubb/Ndfip1/Rpl23/Mycbp2/Prickle1/Cul3/Fbxw7/Spopl/Pias1",16
"GO:0032870","GO:0032870","cellular response to hormone stimulus","26/448","486/17643",0.000306850068470197,0.00535695709650791,0.00433098823676262,"Akt3/Mbd5/Cfl1/Pkm/Dnaja1/Cyp7b1/Kdm4c/Plcb1/Ywhah/Hnrnpk/Rock2/Vamp2/Nr3c2/Gpr22/Cpeb1/Hnrnpu/Atp2b1/Klf9/Ppp3ca/Lmo3/Mapk1/Phip/Prkd1/Atp1a1/Parp1/Bcas3",26
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","13/448","165/17643",0.000308542890299271,0.00535695709650791,0.00433098823676262,"Cfl1/Nav3/Cx3cl1/Rock2/Actr3/Arpc2/Pfn2/Nckap1/Stmn2/Ptk2b/Dlg1/Prkd1/Ppm1e",13
"GO:0099170","GO:0099170","postsynaptic modulation of chemical synaptic transmission","6/448","37/17643",0.000308979038842211,0.00535695709650791,0.00433098823676262,"Ppp3r1/Plcb1/Nefl/Ptk2b/Ppp3ca/Rnf19a",6
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","12/448","144/17643",0.000312381180561602,0.00538487700727208,0.00435356090309401,"Tmsb4x/Cfl1/Capza2/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Nckap1/Ptk2b/Dlg1/Cyfip2",12
"GO:0006913","GO:0006913","nucleocytoplasmic transport","20/448","330/17643",0.00031457132135161,0.00538487700727208,0.00435356090309401,"Xpo1/Ranbp2/Cfl1/Cpsf6/Ppp3r1/Ncbp1/Tnpo3/Kpnb1/Rps15/Hsp90aa1/Hsp90ab1/Pom121/Ppp3ca/Prickle1/Mapk1/Stk3/Phip/Prkd1/Kpna1/Supt6",20
"GO:0051169","GO:0051169","nuclear transport","20/448","330/17643",0.00031457132135161,0.00538487700727208,0.00435356090309401,"Xpo1/Ranbp2/Cfl1/Cpsf6/Ppp3r1/Ncbp1/Tnpo3/Kpnb1/Rps15/Hsp90aa1/Hsp90ab1/Pom121/Ppp3ca/Prickle1/Mapk1/Stk3/Phip/Prkd1/Kpna1/Supt6",20
"GO:2001259","GO:2001259","positive regulation of cation channel activity","8/448","68/17643",0.000316105945621932,0.00538841101423605,0.00435641807411738,"Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Fgf14/Stim2/Nedd4l",8
"GO:0060998","GO:0060998","regulation of dendritic spine development","9/448","86/17643",0.000330268739089602,0.00560627729910677,0.0045325584276732,"Cfl1/Ppfia2/Actr2/Pak3/Hnrnpk/Actr3/Eif4g2/Kalrn/Bhlhb9",9
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","4/448","14/17643",0.000335393344425147,0.00566954499305343,0.00458370904047701,"Atp1b1/Atp2a2/Slc8a1/Dmd",4
"GO:0090174","GO:0090174","organelle membrane fusion","11/448","125/17643",0.000345451031649001,0.0058153312672199,0.0047015742066752,"Rims2/Syt1/Syt4/Snap25/Rab3a/Trim9/Vamp2/Rims1/Vav3/Syt7/Syt11",11
"GO:0070050","GO:0070050","neuron cellular homeostasis","8/448","69/17643",0.000349759760514617,0.00586353449755289,0.00474054551441299,"Atp2a2/Cx3cl1/Atp6v1a/Atp6v1h/Nell2/Slc24a2/Atp2b2/Slc8a2",8
"GO:0051651","GO:0051651","maintenance of location in cell","15/448","212/17643",0.000352325645113889,0.0058822433836504,0.00475567125915043,"Syne1/Tmsb4x/Cx3cl1/Slc8a1/Calm3/Calm1/Plcb1/Calm2/Fth1/Hspa5/Hnrnpu/Dmd/Ptk2b/Cemip/Prkd1",15
"GO:0071396","GO:0071396","cellular response to lipid","24/448","437/17643",0.000355978979652902,0.00591888000185174,0.00478529120189147,"Cx3cl1/Dnaja1/Brinp3/Cyp7b1/Mif/Kdm4c/Plcb1/Ywhah/Hnrnpk/Rock2/Nr3c2/Hnrnpu/Klf9/Adcy2/Ptk2b/Rora/Brinp1/Lmo3/Mapk1/Prkd1/Ppm1e/Atp1a1/Parp1/Lrp6",24
"GO:0090659","GO:0090659","walking behavior","7/448","53/17643",0.000364964685320301,0.00604351725854882,0.00488605782796158,"Oxr1/Cntnap2/Uchl1/Abhd12/Psap/Dmd/Large1",7
"GO:0010638","GO:0010638","positive regulation of organelle organization","26/448","492/17643",0.000370063816255856,0.00610304431930898,0.00493418421674475,"Rims2/Syt1/Cfl1/Nav3/Cx3cl1/Plcb1/Pebp1/Ppp3cb/Rock2/G3bp2/Actr3/Arpc2/Pfn2/Nckap1/Slc25a4/Stmn2/Ptk2b/Dlg1/Rims1/Mapk1/Syt7/Phip/Prkd1/Ppm1e/Cul3/Synj1",26
"GO:0030832","GO:0030832","regulation of actin filament length","12/448","147/17643",0.000377428455193454,0.00619930057781313,0.00501200539690093,"Tmsb4x/Cfl1/Capza2/Arpc5/Pak3/Actr3/Arpc2/Pfn2/Nckap1/Ptk2b/Dlg1/Cyfip2",12
"GO:0031644","GO:0031644","regulation of nervous system process","12/448","148/17643",0.000401508414138069,0.00656822433934736,0.00531027257408413,"Rims2/Cntnap2/Cnih2/Dlgap1/Hnrnpk/Rock2/Nrxn1/Ptk2b/Grik2/Grm1/Rims1/Slc8a2",12
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","14/448","192/17643",0.000406107018185328,0.0066167717782244,0.00534952216726054,"Magi2/Lrfn5/Mdga2/Cx3cl1/Ptprt/Nrxn1/Sparcl1/Il1rapl1/Unc5d/Pcdh20/Nrcam/Fat3/Pcdh17/Nptn",14
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","7/448","54/17643",0.000410289686866231,0.0066581810384652,0.00538300069168496,"Atp1b1/Plcb1/Ywhah/Fgf14/Dmd/Nedd4l/Stk39",7
"GO:0010591","GO:0010591","regulation of lamellipodium assembly","6/448","39/17643",0.000415447093263936,0.00666193224257623,0.0053860334620779,"Cfl1/Actr2/Actr3/Arpc2/Hsp90aa1/Nckap1",6
"GO:1990089","GO:1990089","response to nerve growth factor","6/448","39/17643",0.000415447093263936,0.00666193224257623,0.0053860334620779,"Magi2/Acap2/Stmn2/Rapgef2/Dlg1/Parp1",6
"GO:1990090","GO:1990090","cellular response to nerve growth factor stimulus","6/448","39/17643",0.000415447093263936,0.00666193224257623,0.0053860334620779,"Magi2/Acap2/Stmn2/Rapgef2/Dlg1/Parp1",6
"GO:0030032","GO:0030032","lamellipodium assembly","8/448","71/17643",0.000425832614360164,0.00680158628527239,0.00549894084685566,"Cfl1/Actr2/Actr3/Arpc2/Hsp90aa1/Nckap1/Ablim1/Vav3",8
