"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030010","GO:0030010","establishment of cell polarity","10/326","156/17643",0.00065624851059033,0.0126584844686336,0.0102101417681273,"Frmd4a/Rufy3/Map1b/Arhgef2/Cyth3/Myo18a/Kif26b/Fgf13/Frmd4b/Gsk3b",10
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","9/326","129/17643",0.000661702242927013,0.0126584844686336,0.0102101417681273,"Nckap5/Snca/Map1b/Arhgef2/Arhgef1/Slain1/Fgf13/Mapt/Apc",9
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","9/326","129/17643",0.000661702242927013,0.0126584844686336,0.0102101417681273,"Nrg1/Nr3c1/Foxp1/Fhod3/Mef2c/Akap13/Sorbs2/Gsk3b/Prox1",9
"GO:0021684","GO:0021684","cerebellar granular layer formation","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Grid2/Nfix/Prox1",3
"GO:0021707","GO:0021707","cerebellar granule cell differentiation","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Grid2/Nfix/Prox1",3
"GO:0060297","GO:0060297","regulation of sarcomere organization","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Mef2c/Akap13/Prox1",3
"GO:0072102","GO:0072102","glomerulus morphogenesis","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Mtss1/Kirrel3/Mef2c",3
"GO:1900454","GO:1900454","positive regulation of long-term synaptic depression","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Iqsec2/Grid2/Mapt",3
"GO:2000727","GO:2000727","positive regulation of cardiac muscle cell differentiation","3/326","10/17643",0.000681174052123781,0.0126584844686336,0.0102101417681273,"Nrg1/Mef2c/Gsk3b",3
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","5/326","39/17643",0.000718120802522131,0.0132075001206132,0.0106529694742024,"Grin2b/Cacng8/Shank2/Dtnbp1/Iqsec2",5
"GO:1904645","GO:1904645","response to amyloid-beta","5/326","39/17643",0.000718120802522131,0.0132075001206132,0.0106529694742024,"Cacna1a/Lrp1/Cacna1b/Epha4/Gsk3b",5
"GO:0021872","GO:0021872","forebrain generation of neurons","6/326","59/17643",0.000751540202288453,0.0136810991926796,0.0110349673096489,"Bcl11b/Sema3e/Fgfr1/Nrp2/Nfix/Prox1",6
"GO:0061001","GO:0061001","regulation of dendritic spine morphogenesis","6/326","59/17643",0.000751540202288453,0.0136810991926796,0.0110349673096489,"Ephb2/Dtnbp1/Ube3a/Tanc2/Epha4/Dnm3",6
"GO:1901653","GO:1901653","cellular response to peptide","15/326","313/17643",0.000757874482117528,0.0137263764070829,0.0110714872247359,"Cacna1a/Arhgef2/Rock1/Lrp1/Epha4/Smpd3/Nr3c2/Apc/Prkcb/Irs1/Grb14/Sorbs1/Uchl3/Myo5a/Gsk3b",15
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","14/326","281/17643",0.000775152835393299,0.0139684106903197,0.0112667084102354,"Prkcg/Snca/Camk4/Clk1/Vrk2/Mast1/Rock1/Ulk2/Nlk/Ntrk3/Tgfbr1/Prkcb/Tenm1/Gsk3b",14
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","14/326","283/17643",0.000830341927563819,0.0148877386811443,0.012008224437765,"Prkcg/Chl1/Nr3c1/Cacna1a/Snca/Ppp2r2b/Rock1/Lrp1/Grid2/Sema3e/Grm7/Mef2c/Gsk3b/Nfix",14
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","6/326","61/17643",0.000898026319527598,0.0159410841197735,0.0128578369080307,"Ephb2/Cacng8/Shank1/Dlgap2/Mef2c/Prrt1",6
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","6/326","61/17643",0.000898026319527598,0.0159410841197735,0.0128578369080307,"Ephb2/Lrp1/Myo5b/Sorbs1/Myo5a/Sptbn1",6
"GO:0021783","GO:0021783","preganglionic parasympathetic fiber development","3/326","11/17643",0.000923832145396682,0.0161580053665459,0.0130328022988366,"Plxna4/Nav2/Nrp2",3
"GO:0070593","GO:0070593","dendrite self-avoidance","3/326","11/17643",0.000923832145396682,0.0161580053665459,0.0130328022988366,"Dscaml1/Dscam/Cntn5",3
"GO:2001223","GO:2001223","negative regulation of neuron migration","3/326","11/17643",0.000923832145396682,0.0161580053665459,0.0130328022988366,"Nrg1/Nexmif/Gsk3b",3
"GO:0051952","GO:0051952","regulation of amine transport","8/326","109/17643",0.00094049105794754,0.0163691321695455,0.0132030939790941,"Grin2b/Nr3c1/Cacna1a/Snca/Dtnbp1/Grm7/Prkcb/Myo5a",8
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","15/326","320/17643",0.000948102714836602,0.016421507216199,0.0132453388981261,"Mtss1/Fhod3/Shank1/Rock1/Ccdc88a/Carmil3/Lrp1/Eps8/Tgfbr1/Mef2c/Akap13/Rasa1/Tenm1/Sptbn1/Prox1",15
"GO:0035051","GO:0035051","cardiocyte differentiation","10/326","164/17643",0.000965065734015147,0.0166345629901741,0.0134171864571442,"Nrg1/Nr3c1/Foxp1/Fhod3/Tenm4/Mef2c/Akap13/Sorbs2/Gsk3b/Prox1",10
"GO:0003298","GO:0003298","physiological muscle hypertrophy","5/326","42/17643",0.00101414532058588,0.0171491493073479,0.0138322439834462,"Nr3c1/Foxp1/Akap13/Sorbs2/Gsk3b",5
"GO:0003301","GO:0003301","physiological cardiac muscle hypertrophy","5/326","42/17643",0.00101414532058588,0.0171491493073479,0.0138322439834462,"Nr3c1/Foxp1/Akap13/Sorbs2/Gsk3b",5
"GO:0060421","GO:0060421","positive regulation of heart growth","5/326","42/17643",0.00101414532058588,0.0171491493073479,0.0138322439834462,"Nrg1/Nr3c1/Fgfr1/Mef2c/Prox1",5
"GO:0061049","GO:0061049","cell growth involved in cardiac muscle cell development","5/326","42/17643",0.00101414532058588,0.0171491493073479,0.0138322439834462,"Nr3c1/Foxp1/Akap13/Sorbs2/Gsk3b",5
"GO:0097120","GO:0097120","receptor localization to synapse","7/326","86/17643",0.00106317858157757,0.0178425950690559,0.0143915668275899,"Cacng8/Kif5a/Iqsec2/Rapgef4/C1ql3/Anks1b/Gsk3b",7
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","4/326","25/17643",0.00106515491864039,0.0178425950690559,0.0143915668275899,"Cacng8/Shank1/Mef2c/Prrt1",4
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","11/326","196/17643",0.00108041626928709,0.0180136693869922,0.0145295527802799,"Odf2/Ephb2/Dnm2/Dpysl3/Ccdc88a/Eps8/Tgfbr1/Apc/Tenm1/Dnm3/Gsk3b",11
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","18/326","430/17643",0.00112867586943542,0.0187307697774213,0.0151079550895296,"Taco1/Kcnq3/Cacna1a/Snca/Ephb2/Fhl1/Cacng8/Fgf12/Dnm2/Kcnq5/Hecw1/Cacna1d/Cacna1b/Pde4b/Kcnn2/Nr3c2/Fgf13/Myo5a",18
"GO:0018209","GO:0018209","peptidyl-serine modification","14/326","293/17643",0.00115866088205326,0.0191393612368798,0.015437518769657,"Prkcg/Snca/Camk4/Clk1/Vrk2/Mast1/Rock1/Ulk2/Nlk/Ntrk3/Tgfbr1/Prkcb/Tenm1/Gsk3b",14
"GO:0060491","GO:0060491","regulation of cell projection assembly","11/326","198/17643",0.0011729547340234,0.0192861865944493,0.0155559458783409,"Odf2/Ephb2/Dnm2/Dpysl3/Ccdc88a/Eps8/Tgfbr1/Apc/Tenm1/Dnm3/Gsk3b",11
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","9/326","140/17643",0.00118567019648264,0.0194058314727067,0.0156524496242566,"Hdac7/Ski/Nbr1/Nell1/Sema4d/Fgfr1/Apc/Mef2c/Gsk3b",9
"GO:0021683","GO:0021683","cerebellar granular layer morphogenesis","3/326","12/17643",0.00121498118187749,0.0195664351481535,0.0157819901153681,"Grid2/Nfix/Prox1",3
"GO:0035331","GO:0035331","negative regulation of hippo signaling","3/326","12/17643",0.00121498118187749,0.0195664351481535,0.0157819901153681,"Shank2/Wwc1/Vgll4",3
"GO:0099519","GO:0099519","dense core granule cytoskeletal transport","3/326","12/17643",0.00121498118187749,0.0195664351481535,0.0157819901153681,"Kif5a/Trim46/Tanc2",3
"GO:0021954","GO:0021954","central nervous system neuron development","7/326","88/17643",0.00121741833040641,0.0195664351481535,0.0157819901153681,"Zeb2/Plxna4/Ephb2/Epha4/Sema3e/Fgfr1/Nrp2",7
"GO:1905475","GO:1905475","regulation of protein localization to membrane","11/326","200/17643",0.00127192583179277,0.0203275703418501,0.016395910229708,"Ephb2/Gpc5/Iqsec2/Rapgef4/Lrp1/Myo5b/Sorbs1/Myo5a/Sorbs2/Gsk3b/Sptbn1",11
"GO:2000146","GO:2000146","negative regulation of cell motility","14/326","296/17643",0.00127617033536279,0.0203275703418501,0.016395910229708,"Nrg1/Zeb2/Srgap1/Frmd5/Dpysl3/Nexmif/Lrp1/Nisch/Sema6d/Epha4/Mef2c/Ptprk/Srgap2/Gsk3b",14
"GO:0048708","GO:0048708","astrocyte differentiation","7/326","89/17643",0.00130083498785881,0.0206283521630233,0.0166385162891508,"Zeb2/Nr3c1/Dab1/Lrp1/Ntrk3/Epha4/Nfix",7
"GO:0045055","GO:0045055","regulated exocytosis","12/326","232/17643",0.00131850359483592,0.0207318747568025,0.0167220160446949,"Rimbp2/Prkcg/Cacna1a/Snca/Unc13b/Dtnbp1/Rapgef4/Cacna1b/Sv2b/Tspan18/Prkcb/Unc13a",12
"GO:0017157","GO:0017157","regulation of exocytosis","11/326","201/17643",0.00132392765133553,0.0207318747568025,0.0167220160446949,"Prkcg/Cacna1a/Snca/Unc13b/Dtnbp1/Rapgef4/Myo5b/Sv2b/Smpd3/Prkcb/Myo5a",11
"GO:0043484","GO:0043484","regulation of RNA splicing","10/326","171/17643",0.00132479468737415,0.0207318747568025,0.0167220160446949,"Rbfox1/Rbfox3/Tra2a/Clk1/Rbm5/Fus/Srrm4/Sfswap/Supt20/Srsf5",10
"GO:0015800","GO:0015800","acidic amino acid transport","6/326","66/17643",0.00136061729179997,0.0211994868870842,0.0170991849036135,"Grin2b/Apba1/Nr3c1/Snca/Dtnbp1/Grm7",6
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","7/326","90/17643",0.00138865629389836,0.0215422854636058,0.0173756810412728,"Snca/Map1b/Arhgef2/Slain1/Fgf13/Mapt/Apc",7
"GO:0021533","GO:0021533","cell differentiation in hindbrain","4/326","27/17643",0.00143543938700083,0.0221716352070085,0.0178833050082492,"Cacna1a/Grid2/Nfix/Prox1",4
"GO:0021695","GO:0021695","cerebellar cortex development","6/326","67/17643",0.00147164264520642,0.0226328489573125,0.0182553130308274,"Cacna1a/Grid2/Nav2/Rere/Nfix/Prox1",6
"GO:0015837","GO:0015837","amine transport","8/326","117/17643",0.00148721199971438,0.0227741305363987,0.0183692686117872,"Grin2b/Nr3c1/Cacna1a/Snca/Dtnbp1/Grm7/Prkcb/Myo5a",8
"GO:1901652","GO:1901652","response to peptide","17/326","406/17643",0.00153285585789872,0.0233727764999258,0.0188521273751467,"Cacna1a/Arhgef2/Rock1/Lrp1/Cacna1b/Srsf5/Epha4/Smpd3/Nr3c2/Apc/Prkcb/Irs1/Grb14/Sorbs1/Uchl3/Myo5a/Gsk3b",17
"GO:0048486","GO:0048486","parasympathetic nervous system development","3/326","13/17643",0.00155795940365118,0.0235599732548695,0.0190031174412359,"Plxna4/Nav2/Nrp2",3
"GO:0010959","GO:0010959","regulation of metal ion transport","17/326","407/17643",0.00157343322168415,0.0235599732548695,0.0190031174412359,"Jph4/Cacna1a/Snca/Fhl1/Fgf12/Dnm2/Hecw1/Gnao1/Cacna1d/Cacna1b/Pde4b/Tspan18/Kcnn2/Nr3c2/Fgf13/Nkain3/Myo5a",17
"GO:0051153","GO:0051153","regulation of striated muscle cell differentiation","7/326","92/17643",0.00157814843271127,0.0235599732548695,0.0190031174412359,"Nrg1/Nr3c1/Foxp1/Epc1/Mef2c/Gsk3b/Prox1",7
"GO:0055013","GO:0055013","cardiac muscle cell development","7/326","92/17643",0.00157814843271127,0.0235599732548695,0.0190031174412359,"Nr3c1/Foxp1/Fhod3/Akap13/Sorbs2/Gsk3b/Prox1",7
"GO:0060079","GO:0060079","excitatory postsynaptic potential","7/326","92/17643",0.00157814843271127,0.0235599732548695,0.0190031174412359,"Grin2b/Snca/Tmem108/Shank1/Grid2/Mef2c/Gsk3b",7
"GO:0051590","GO:0051590","positive regulation of neurotransmitter transport","4/326","28/17643",0.00165055631203025,0.024436451955701,0.0197100718807194,"Snca/Dtnbp1/Cacna1b/Unc13a",4
"GO:1902473","GO:1902473","regulation of protein localization to synapse","4/326","28/17643",0.00165055631203025,0.024436451955701,0.0197100718807194,"Iqsec2/Rapgef4/Mapt/Gsk3b",4
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","5/326","47/17643",0.00169633284477071,0.0250103950005864,0.0201730056442067,"Tenm4/Grid2/L1cam/Tenm1/Alcam",5
"GO:0051149","GO:0051149","positive regulation of muscle cell differentiation","6/326","69/17643",0.00171426562786995,0.0250676219681966,0.020219164049165,"Nrg1/Nr3c1/Epc1/Mef2c/Gsk3b/Prox1",6
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","6/326","69/17643",0.00171426562786995,0.0250676219681966,0.020219164049165,"Kif5a/Dtnbp1/Trim46/Myo5b/Tanc2/Myo5a",6
"GO:0031644","GO:0031644","regulation of nervous system process","9/326","148/17643",0.00174551970161105,0.0253469218309152,0.0204444430864179,"Grin2b/Unc13b/Fgf12/Tmem108/Shank1/Dlgap2/Rapgef4/Tenm4/Gsk3b",9
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","8/326","120/17643",0.001747573646414,0.0253469218309152,0.0204444430864179,"Ephb2/Flrt2/Rock1/Ntrk3/Grid2/Sema4d/Gsk3b/Map4k4",8
"GO:0070252","GO:0070252","actin-mediated cell contraction","7/326","94/17643",0.00178719026208964,0.0258165783608738,0.0208232609271386,"Zeb2/Uty/Rock1/Cacna1d/Pde4b/Kcnn2/Fgf13",7
"GO:0031099","GO:0031099","regeneration","9/326","149/17643",0.00182830280104291,0.0262364642209,0.0211619344996285,"Nrg1/Xylt1/D130043K22Rik/Bcl9/Lrp1/Ntrk3/Epha4/Nfix/Map4k4",9
"GO:0010001","GO:0010001","glial cell differentiation","13/326","274/17643",0.00183096401093165,0.0262364642209,0.0211619344996285,"Nrg1/Zeb2/Nr3c1/Ulk4/Dab1/Ski/Lrp1/Tenm4/Ntrk3/Epha4/Dner/Nfia/Nfix",13
"GO:0150076","GO:0150076","neuroinflammatory response","6/326","70/17643",0.00184639569243906,0.0263517593224903,0.0212549297815932,"Zeb2/Nr3c1/Snca/Ulk4/Lrp1/Myo5a",6
"GO:0030517","GO:0030517","negative regulation of axon extension","5/326","48/17643",0.00186537222613629,0.0264113019954536,0.0213029559994011,"D130043K22Rik/Trim46/Sema6d/Sema4d/Sema3e",5
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","5/326","48/17643",0.00186537222613629,0.0264113019954536,0.0213029559994011,"Snca/Map1b/Arhgef2/Fgf13/Apc",5
"GO:0032253","GO:0032253","dense core granule localization","3/326","14/17643",0.00195587108876995,0.0271538834425338,0.0219019109428509,"Kif5a/Trim46/Tanc2",3
"GO:0048680","GO:0048680","positive regulation of axon regeneration","3/326","14/17643",0.00195587108876995,0.0271538834425338,0.0219019109428509,"Nrg1/Lrp1/Ntrk3",3
"GO:0055012","GO:0055012","ventricular cardiac muscle cell differentiation","3/326","14/17643",0.00195587108876995,0.0271538834425338,0.0219019109428509,"Nrg1/Mef2c/Prox1",3
"GO:1901950","GO:1901950","dense core granule transport","3/326","14/17643",0.00195587108876995,0.0271538834425338,0.0219019109428509,"Kif5a/Trim46/Tanc2",3
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","3/326","14/17643",0.00195587108876995,0.0271538834425338,0.0219019109428509,"Nrg1/Mef2c/Gsk3b",3
"GO:0001667","GO:0001667","ameboidal-type cell migration","17/326","416/17643",0.00198121057003212,0.0273606152296379,0.0220686576698814,"Zeb2/Foxp1/Hdac7/Rock1/Sema6d/Macf1/Sema4d/Sema3e/Cdh13/Fgfr1/Tgfbr1/Apc/Irs1/Mef2c/Nrp2/Map4k4/Prox1",17
"GO:0030032","GO:0030032","lamellipodium assembly","6/326","71/17643",0.00198609847098549,0.0273606152296379,0.0220686576698814,"Dnm2/Ccdc88a/Ablim1/Ptpro/Cdh13/Ablim3",6
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","7/326","96/17643",0.00201711479985415,0.0276810215610755,0.0223270925619484,"Dpysl5/Ephb2/Hecw1/Myo5b/Sema4d/Epha4/Gsk3b",7
"GO:0016601","GO:0016601","Rac protein signal transduction","5/326","49/17643",0.0020464145433468,0.0277627646032753,0.0223930252611974,"Dnm2/Eps8/Dynlt1a/Nisch/Cdh13",5
"GO:0051955","GO:0051955","regulation of amino acid transport","5/326","49/17643",0.0020464145433468,0.0277627646032753,0.0223930252611974,"Grin2b/Nr3c1/Snca/Dtnbp1/Grm7",5
"GO:0099068","GO:0099068","postsynapse assembly","5/326","49/17643",0.0020464145433468,0.0277627646032753,0.0223930252611974,"Ephb2/Ntng2/Ntrk3/Grid2/C1ql3",5
"GO:0046847","GO:0046847","filopodium assembly","6/326","72/17643",0.00213364796072061,0.0288365754691331,0.0232591448349687,"Ephb2/Dpysl3/Tgfbr1/Tenm1/Srgap2/Dnm3",6
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","4/326","30/17643",0.00214607855900411,0.0288951256548175,0.0233063705275759,"Map1b/Slain1/Mapt/Apc",4
"GO:0032271","GO:0032271","regulation of protein polymerization","10/326","183/17643",0.00219078272376419,0.0293478775780275,0.0236715533686356,"Snca/Fhod3/Map1b/Slain1/Eps8/Mapt/Apc/Rasa1/Tenm1/Sptbn1",10
"GO:0010720","GO:0010720","positive regulation of cell development","19/326","494/17643",0.00219615563714499,0.0293478775780275,0.0236715533686356,"Nrg1/Bcl6/Zeb2/Plxna4/Rufy3/Ephb2/Map1b/Cd46/Lrp1/Tenm4/Myo5b/Ntrk3/Macf1/Dscam/L1cam/Sema4d/Epha4/Mapt/Gsk3b",19
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","16/326","385/17643",0.00225184192491901,0.0299797462242949,0.0241812090444956,"Nrg1/Snca/Fhod3/Unc13b/Map1b/Arhgef2/Slain1/Eps8/Lmo4/Mapt/Apc/Rasa1/Tenm1/Gsk3b/Sptbn1/Unc13a",16
"GO:0048678","GO:0048678","response to axon injury","6/326","73/17643",0.00228932092746812,0.0303654166141497,0.0244922849371859,"Nrg1/Xylt1/D130043K22Rik/Lrp1/Ntrk3/Epha4",6
"GO:0006898","GO:0006898","receptor-mediated endocytosis","12/326","249/17643",0.00238328660044422,0.0311698203898706,0.025141104834171,"Ahi1/Nrg1/Ankrd13d/Snca/Gria1/Cacng8/Tmem108/Dnm2/Dtnbp1/Lrp1/Pacsin1/Dnm3",12
"GO:0035418","GO:0035418","protein localization to synapse","7/326","99/17643",0.00240415897964683,0.0311698203898706,0.025141104834171,"Shank1/Kif5a/Iqsec2/Rapgef4/C1ql3/Mapt/Gsk3b",7
"GO:0002713","GO:0002713","negative regulation of B cell mediated immunity","3/326","15/17643",0.00241159572203198,0.0311698203898706,0.025141104834171,"Bcl6/Thoc1/Cd46",3
"GO:0002890","GO:0002890","negative regulation of immunoglobulin mediated immune response","3/326","15/17643",0.00241159572203198,0.0311698203898706,0.025141104834171,"Bcl6/Thoc1/Cd46",3
"GO:0014049","GO:0014049","positive regulation of glutamate secretion","3/326","15/17643",0.00241159572203198,0.0311698203898706,0.025141104834171,"Grin2b/Nr3c1/Dtnbp1",3
"GO:0048681","GO:0048681","negative regulation of axon regeneration","3/326","15/17643",0.00241159572203198,0.0311698203898706,0.025141104834171,"Xylt1/D130043K22Rik/Epha4",3
"GO:0070572","GO:0070572","positive regulation of neuron projection regeneration","3/326","15/17643",0.00241159572203198,0.0311698203898706,0.025141104834171,"Nrg1/Lrp1/Ntrk3",3
"GO:0021697","GO:0021697","cerebellar cortex formation","4/326","31/17643",0.00242859026580269,0.0311698203898706,0.025141104834171,"Cacna1a/Grid2/Nfix/Prox1",4
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","4/326","31/17643",0.00242859026580269,0.0311698203898706,0.025141104834171,"Zeb2/Plxna4/Ephb2/Epha4",4
"GO:0007266","GO:0007266","Rho protein signal transduction","8/326","127/17643",0.00249571841145562,0.0318526450632869,0.0256918608694319,"Bcl6/Srgap1/Arhgef2/Rock1/Eps8/Cdh13/Akap13/Nfix",8
"GO:0060041","GO:0060041","retina development in camera-type eye","9/326","156/17643",0.00249964703411444,0.0318526450632869,0.0256918608694319,"Ahi1/Ski/Cep290/Dscam/Apc/Nfia/Uchl3/Nfix/Prox1",9
"GO:0051051","GO:0051051","negative regulation of transport","18/326","463/17643",0.00253789101294037,0.0322020639100298,0.0259736968167399,"Ahi1/Frmd4a/Nrg1/Ankrd13d/Snca/Ephb2/Map1b/Fgf12/Pde8b/Hecw1/Gnao1/Pacsin1/Grm7/Mapt/Prkcb/Irs1/Myo5a/Map4k4",18
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","7/326","100/17643",0.00254511827988464,0.0322020639100298,0.0259736968167399,"Nr3c1/Foxp1/Rock1/Mef2c/Akap13/Sorbs2/Gsk3b",7
"GO:0030336","GO:0030336","negative regulation of cell migration","13/326","285/17643",0.0025810486910551,0.0325412781967654,0.0262473019205678,"Nrg1/Zeb2/Srgap1/Dpysl3/Nexmif/Lrp1/Nisch/Sema6d/Epha4/Mef2c/Ptprk/Srgap2/Gsk3b",13
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","9/326","157/17643",0.0026097134980978,0.0327868231028625,0.0264453547212727,"Snca/Map1b/Arhgef2/Rock1/Slain1/Fgf13/Mapt/Apc/Gsk3b",9
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","6/326","75/17643",0.00262615702959416,0.0328008870159901,0.0264566984605018,"Map1b/Arhgef2/Eps8/Fgf13/Apc/Sptbn1",6
"GO:0051258","GO:0051258","protein polymerization","12/326","252/17643",0.00262921908255975,0.0328008870159901,0.0264566984605018,"Mtss1/Snca/Fhod3/Map1b/Slain1/Eps8/Fgf13/Mapt/Apc/Rasa1/Tenm1/Sptbn1",12
"GO:0006935","GO:0006935","chemotaxis","15/326","356/17643",0.00268465538260996,0.0331186360928615,0.0267129900512991,"Slit3/Nrg1/Plxna4/Mcu/Lrp1/Sema6d/Ntrk3/Ptpro/Dscam/Pde4b/Sema4d/Sema3e/Cdh13/Fgfr1/Nrp2",15
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","7/326","101/17643",0.00269234818593288,0.0331186360928615,0.0267129900512991,"Nr3c1/Snca/Supt20/Zfp692/Smpd3/Irs1/Sorbs1",7
"GO:0055006","GO:0055006","cardiac cell development","7/326","101/17643",0.00269234818593288,0.0331186360928615,0.0267129900512991,"Nr3c1/Foxp1/Fhod3/Akap13/Sorbs2/Gsk3b/Prox1",7
"GO:0140029","GO:0140029","exocytic process","7/326","101/17643",0.00269234818593288,0.0331186360928615,0.0267129900512991,"Rimbp2/Snca/Unc13b/Gnao1/Cacna1b/Exoc6b/Unc13a",7
"GO:0043010","GO:0043010","camera-type eye development","14/326","321/17643",0.00270109952438977,0.0331186360928615,0.0267129900512991,"Ahi1/Zeb2/Ephb2/Bcl11b/Ski/Cep290/Ntrk3/Dscam/Tgfbr1/Apc/Nfia/Uchl3/Nfix/Prox1",14
"GO:0050708","GO:0050708","regulation of protein secretion","13/326","287/17643",0.00274128388986184,0.0334962360240652,0.0270175564343268,"Ahi1/Frmd4a/Unc13b/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Myo18a/Cacna1d/Prkcb/Irs1/Map4k4",13
"GO:0042330","GO:0042330","taxis","15/326","358/17643",0.0028303947783584,0.0344670599630811,0.0278006083133891,"Slit3/Nrg1/Plxna4/Mcu/Lrp1/Sema6d/Ntrk3/Ptpro/Dscam/Pde4b/Sema4d/Sema3e/Cdh13/Fgfr1/Nrp2",15
"GO:0046622","GO:0046622","positive regulation of organ growth","5/326","53/17643",0.00290050156600385,0.0350549639606695,0.0282748027697871,"Nrg1/Nr3c1/Fgfr1/Mef2c/Prox1",5
"GO:0051489","GO:0051489","regulation of filopodium assembly","5/326","53/17643",0.00290050156600385,0.0350549639606695,0.0282748027697871,"Ephb2/Dpysl3/Tgfbr1/Tenm1/Dnm3",5
"GO:0021681","GO:0021681","cerebellar granular layer development","3/326","16/17643",0.00292779687788103,0.0350549639606695,0.0282748027697871,"Grid2/Nfix/Prox1",3
"GO:0055057","GO:0055057","neuroblast division","3/326","16/17643",0.00292779687788103,0.0350549639606695,0.0282748027697871,"Arhgef2/Fgfr1/Fgf13",3
"GO:0099527","GO:0099527","postsynapse to nucleus signaling pathway","3/326","16/17643",0.00292779687788103,0.0350549639606695,0.0282748027697871,"Nrg1/Camk4/Anks1b",3
"GO:0014897","GO:0014897","striated muscle hypertrophy","7/326","103/17643",0.00300634813471376,0.0358750840958484,0.0289362992441733,"Nr3c1/Foxp1/Rock1/Mef2c/Akap13/Sorbs2/Gsk3b",7
"GO:0021782","GO:0021782","glial cell development","8/326","131/17643",0.00302386238688121,0.0359638033213072,0.0290078588271341,"Nrg1/Zeb2/Ulk4/Ski/Lrp1/Tenm4/Ntrk3/Nfix",8
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","4/326","33/17643",0.00306828469849353,0.0361308244363859,0.0291425755278142,"Dpysl3/Tgfbr1/Tenm1/Dnm3",4
"GO:0140058","GO:0140058","neuron projection arborization","4/326","33/17643",0.00306828469849353,0.0361308244363859,0.0291425755278142,"Rock1/Ntng2/Macf1/Phactr1",4
"GO:1904646","GO:1904646","cellular response to amyloid-beta","4/326","33/17643",0.00306828469849353,0.0361308244363859,0.0291425755278142,"Cacna1a/Lrp1/Epha4/Gsk3b",4
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","10/326","192/17643",0.00310090939957348,0.0363948840055203,0.0293555619751866,"Prkcg/Chl1/Cacna1a/Snca/Rock1/Lrp1/Sema3e/Grm7/Mef2c/Nfix",10
"GO:0001662","GO:0001662","behavioral fear response","5/326","54/17643",0.00314898726064219,0.0364791770973095,0.0294235515057954,"Grin2b/Ephb2/Pde8b/Grm7/Mef2c",5
"GO:0001755","GO:0001755","neural crest cell migration","5/326","54/17643",0.00314898726064219,0.0364791770973095,0.0294235515057954,"Zeb2/Sema6d/Sema4d/Sema3e/Nrp2",5
"GO:0031113","GO:0031113","regulation of microtubule polymerization","5/326","54/17643",0.00314898726064219,0.0364791770973095,0.0294235515057954,"Snca/Map1b/Slain1/Mapt/Apc",5
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","5/326","54/17643",0.00314898726064219,0.0364791770973095,0.0294235515057954,"Hdac7/Ski/Nbr1/Sema4d/Fgfr1",5
"GO:0021549","GO:0021549","cerebellum development","7/326","104/17643",0.0031734864197113,0.0366440114742069,0.0295565044165924,"Cacna1a/Dab1/Grid2/Nav2/Rere/Nfix/Prox1",7
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","9/326","162/17643",0.00321899750586882,0.0370496229062579,0.0298836644517669,"Snca/Fhod3/Map1b/Arhgef2/Shank1/Eps8/Fgf13/Apc/Sptbn1",9
