"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021543","GO:0021543","pallium development","6/139","175/17643",0.00264704872423949,0.0248593427382643,0.0193436368793203,"Nfix/Robo1/Cdh2/Kirrel3/Ptprs/Dab1",6
"GO:0007207","GO:0007207","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Chrm3/Gnaq",2
"GO:0010649","GO:0010649","regulation of cell communication by electrical coupling","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Ank3/Pde4d",2
"GO:0021684","GO:0021684","cerebellar granular layer formation","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Nfix/Nrxn1",2
"GO:0021707","GO:0021707","cerebellar granule cell differentiation","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Nfix/Nrxn1",2
"GO:0038130","GO:0038130","ERBB4 signaling pathway","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Cadm1/Nrg1",2
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Robo1/Slit3",2
"GO:0086015","GO:0086015","SA node cell action potential","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Cacna1d/Ank2",2
"GO:0086018","GO:0086018","SA node cell to atrial cardiac muscle cell signaling","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Cacna1d/Ank2",2
"GO:0086070","GO:0086070","SA node cell to atrial cardiac muscle cell communication","2/139","10/17643",0.00266066447837653,0.0248593427382643,0.0193436368793203,"Cacna1d/Ank2",2
"GO:0006814","GO:0006814","sodium ion transport","7/139","237/17643",0.00275150580434604,0.0256043837955311,0.0199233707775047,"Ank3/Agrn/Slc8a1/Grip1/Hecw1/Asic2/Dmd",7
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","4/139","74/17643",0.00277108147307865,0.0256043837955311,0.0199233707775047,"Celf4/Malat1/Srsf2/Celf2",4
"GO:0014009","GO:0014009","glial cell proliferation","4/139","74/17643",0.00277108147307865,0.0256043837955311,0.0199233707775047,"Nfix/Nfib/Cntnap2/Nrg1",4
"GO:0032411","GO:0032411","positive regulation of transporter activity","5/139","122/17643",0.00280180887465659,0.0257931228755151,0.0200702330765842,"Ank2/Ank3/Asic2/Akap6/Dmd",5
"GO:0001964","GO:0001964","startle response","3/139","36/17643",0.00282502953667599,0.0258170582475791,0.0200888577502392,"Pcdh15/Ctnna2/Nrxn1",3
"GO:0043267","GO:0043267","negative regulation of potassium ion transport","3/139","36/17643",0.00282502953667599,0.0258170582475791,0.0200888577502392,"Ank3/Agrn/Gnaq",3
"GO:0032410","GO:0032410","negative regulation of transporter activity","4/139","76/17643",0.00305269288331414,0.0276319265433742,0.0215010492819008,"Ank3/Agrn/Grip1/Hecw1",4
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","4/139","76/17643",0.00305269288331414,0.0276319265433742,0.0215010492819008,"Ppia/Ank3/Ncam1/Prkg1",4
"GO:0071320","GO:0071320","cellular response to cAMP","3/139","37/17643",0.0030567266982886,0.0276319265433742,0.0215010492819008,"Slc8a1/Pde4d/Akap6",3
"GO:0051222","GO:0051222","positive regulation of protein transport","8/139","310/17643",0.00320485893249205,0.0284240834925828,0.0221174451592276,"Cacna1d/Ppia/Cacna1c/Ank3/Nnat/Chrm3/Gnaq/App",8
"GO:0010288","GO:0010288","response to lead ion","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Mapt/Ncam1",2
"GO:0044557","GO:0044557","relaxation of smooth muscle","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Slc8a1/Prkg1",2
"GO:0086016","GO:0086016","AV node cell action potential","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Ank2/Cacna1c",2
"GO:0086027","GO:0086027","AV node cell to bundle of His cell signaling","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Ank2/Cacna1c",2
"GO:0099105","GO:0099105","ion channel modulating, G protein-coupled receptor signaling pathway","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Chrm3/Gnaq",2
"GO:0099545","GO:0099545","trans-synaptic signaling by trans-synaptic complex","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Cadm1/Tenm2",2
"GO:0099612","GO:0099612","protein localization to axon","2/139","11/17643",0.00323516924735866,0.0284240834925828,0.0221174451592276,"Ank3/Cntnap2",2
"GO:0050767","GO:0050767","regulation of neurogenesis","10/139","455/17643",0.0032606732739519,0.0285479925803341,0.0222138617228008,"Bcl11a/Mapt/Macf1/Robo1/Ttc3/Ptprs/Dab1/Grip1/Nrg1/Tenm4",10
"GO:0048854","GO:0048854","brain morphogenesis","3/139","38/17643",0.00329977164772916,0.0285904090170029,0.0222468669457173,"Nfix/Cdh2/Ctnna2",3
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport","3/139","38/17643",0.00329977164772916,0.0285904090170029,0.0222468669457173,"Ank2/Dpp6/Akap6",3
"GO:1905606","GO:1905606","regulation of presynapse assembly","3/139","38/17643",0.00329977164772916,0.0285904090170029,0.0222468669457173,"Nrxn1/Nrg1/App",3
"GO:0070588","GO:0070588","calcium ion transmembrane transport","8/139","312/17643",0.00333228151263218,0.0287552864373613,0.0223751619285168,"Cacna1d/Ank2/Cacna1c/Cacna1b/Slc8a1/Pde4d/Akap6/Dmd",8
"GO:0001708","GO:0001708","cell fate specification","4/139","78/17643",0.00335325225228015,0.0287552864373613,0.0223751619285168,"Nfix/Nfib/Chd3/Tenm4",4
"GO:1903035","GO:1903035","negative regulation of response to wounding","4/139","78/17643",0.00335325225228015,0.0287552864373613,0.0223751619285168,"Clasp2/Neo1/Ptprs/Prkg1",4
"GO:0033002","GO:0033002","muscle cell proliferation","7/139","246/17643",0.00338117538674274,0.0288957787317536,0.0224844822736152,"Ncam1/Pde4d/Nrg1/Prkg1/Tenm4/Gnaq/Pde1a",7
"GO:0043954","GO:0043954","cellular component maintenance","4/139","79/17643",0.00351082510093737,0.0298003595008378,0.0231883577585551,"Cadm1/Cntnap2/Nrxn1/App",4
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","4/139","79/17643",0.00351082510093737,0.0298003595008378,0.0231883577585551,"Mapt/Ncam1/Nrg1/Akap6",4
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","3/139","39/17643",0.00355433724529857,0.0300252822955754,0.0233633754536364,"Cacna1d/Ank2/Cacna1c",3
"GO:0007043","GO:0007043","cell-cell junction assembly","5/139","129/17643",0.00356130544799757,0.0300252822955754,0.0233633754536364,"Cdh2/Actb/Cntnap2/Ctnnd2/Cdh11",5
"GO:0051965","GO:0051965","positive regulation of synapse assembly","4/139","80/17643",0.00367335898990319,0.0308660768816026,0.0240176174154391,"Agrn/Lingo2/Nrxn1/Asic2",4
"GO:0051235","GO:0051235","maintenance of location","8/139","318/17643",0.00373831719484375,0.0313068436651798,0.0243605883740742,"Ank2/Ank3/Slc8a1/Pde4d/Nrg1/Ccdc88a/Akap6/Dmd",8
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","3/139","40/17643",0.00382059018915554,0.0315015779045217,0.0245121156470782,"Ncam1/Nrg1/Akap6",3
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","3/139","40/17643",0.00382059018915554,0.0315015779045217,0.0245121156470782,"Ncam1/Nrg1/Akap6",3
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","3/139","40/17643",0.00382059018915554,0.0315015779045217,0.0245121156470782,"Neo1/Ptprs/Nrg1",3
"GO:0021510","GO:0021510","spinal cord development","4/139","81/17643",0.00384092735739928,0.0315015779045217,0.0245121156470782,"Nfix/Dcc/Ptprs/Dab1",4
"GO:0043112","GO:0043112","receptor metabolic process","4/139","81/17643",0.00384092735739928,0.0315015779045217,0.0245121156470782,"Agrn/Gria2/Nrg1/Dmd",4
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","4/139","81/17643",0.00384092735739928,0.0315015779045217,0.0245121156470782,"Pbx1/Ttc3/App/Dmd",4
"GO:0021683","GO:0021683","cerebellar granular layer morphogenesis","2/139","12/17643",0.00386221422391699,0.0315015779045217,0.0245121156470782,"Nfix/Nrxn1",2
"GO:0086067","GO:0086067","AV node cell to bundle of His cell communication","2/139","12/17643",0.00386221422391699,0.0315015779045217,0.0245121156470782,"Ank2/Cacna1c",2
"GO:0090277","GO:0090277","positive regulation of peptide hormone secretion","5/139","132/17643",0.00392821972955459,0.0319359162428724,0.0248500844819055,"Cacna1d/Cacna1c/Nnat/Chrm3/Gnaq",5
"GO:0035265","GO:0035265","organ growth","6/139","192/17643",0.00417558043523752,0.0338370660512451,0.0263294136795253,"Cacna1c/Ncam1/Ube3a/Nrg1/Tenm4/Akap6",6
"GO:0002793","GO:0002793","positive regulation of peptide secretion","5/139","135/17643",0.0043214495700626,0.0349061603981831,0.0271613010328892,"Cacna1d/Cacna1c/Nnat/Chrm3/Gnaq",5
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","8/139","326/17643",0.0043381813087304,0.0349286366464981,0.0271787903281773,"Cacna1d/Ppia/Cacna1c/Ank3/Nnat/Chrm3/Gnaq/App",8
"GO:0050919","GO:0050919","negative chemotaxis","3/139","42/17643",0.00438879473114994,0.0349985414229282,0.0272331848721373,"Robo1/Nrg1/Slit3",3
"GO:0060421","GO:0060421","positive regulation of heart growth","3/139","42/17643",0.00438879473114994,0.0349985414229282,0.0272331848721373,"Ncam1/Nrg1/Akap6",3
"GO:0099174","GO:0099174","regulation of presynapse organization","3/139","42/17643",0.00438879473114994,0.0349985414229282,0.0272331848721373,"Nrxn1/Nrg1/App",3
"GO:0040013","GO:0040013","negative regulation of locomotion","8/139","327/17643",0.00441809488706133,0.0351203479276241,0.0273279653665849,"Nisch/Srgap3/Robo1/Clasp2/Ptprg/Nrg1/Cdh11/Prkg1",8
"GO:0045760","GO:0045760","positive regulation of action potential","2/139","13/17643",0.00454094795138534,0.0356443061763915,0.0277356695529261,"Ank3/Cntnap2",2
"GO:0048755","GO:0048755","branching morphogenesis of a nerve","2/139","13/17643",0.00454094795138534,0.0356443061763915,0.0277356695529261,"Bcl11a/Rere",2
"GO:0071679","GO:0071679","commissural neuron axon guidance","2/139","13/17643",0.00454094795138534,0.0356443061763915,0.0277356695529261,"Ncam1/Nfib",2
"GO:0140059","GO:0140059","dendrite arborization","2/139","13/17643",0.00454094795138534,0.0356443061763915,0.0277356695529261,"Cntnap2/Grip1",2
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","4/139","85/17643",0.00456299202307091,0.0357054125805299,0.0277832178773166,"Ank2/Pde4d/Akap6/Dmd",4
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","6/139","196/17643",0.00461435188004039,0.0359948196499101,0.0280084122969496,"Prrt1/Cacna1b/Gria4/Gria2/Nrxn1/App",6
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","3/139","43/17643",0.00469104986019714,0.036366528947163,0.0282976480079026,"Dcc/Nfib/Cdh11",3
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","3/139","43/17643",0.00469104986019714,0.036366528947163,0.0282976480079026,"Cacna1d/Cacna1c/Akap6",3
"GO:0050773","GO:0050773","regulation of dendrite development","5/139","138/17643",0.00474200405581328,0.0364252498148242,0.0283433400904824,"Bcl11a/Robo1/Grip1/Hecw1/Camk1d",5
"GO:0099175","GO:0099175","regulation of postsynapse organization","5/139","138/17643",0.00474200405581328,0.0364252498148242,0.0283433400904824,"Cdh2/Ube3a/Ptprs/Nrxn1/App",5
"GO:0021766","GO:0021766","hippocampus development","4/139","86/17643",0.00475681177693591,0.0364252498148242,0.0283433400904824,"Nfix/Kirrel3/Ptprs/Dab1",4
"GO:0048041","GO:0048041","focal adhesion assembly","4/139","86/17643",0.00475681177693591,0.0364252498148242,0.0283433400904824,"Macf1/Sorbs1/Clasp2/Cdh11",4
"GO:0008380","GO:0008380","RNA splicing","9/139","406/17643",0.00490773926512757,0.03746639975573,0.0291534832469549,"Prpf4b/Celf4/Malat1/Snrnp70/Son/Rsrp1/Srsf2/Hnrnpa2b1/Celf2",9
"GO:0008088","GO:0008088","axo-dendritic transport","4/139","87/17643",0.00495609287008991,0.037720536616125,0.029351233090822,"Ank3/Mapt/Kif1b/App",4
"GO:0001558","GO:0001558","regulation of cell growth","9/139","407/17643",0.00498588684918139,0.0378323050616672,0.029438202736315,"Bcl11a/Mapt/Macf1/Clasp2/Ttc3/Ptprs/Nrg1/Slit3/Akap6",9
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","3/139","44/17643",0.00500559960197686,0.0378671341490938,0.0294653040650633,"Nisch/Cntnap2/Nrxn1",3
"GO:0042326","GO:0042326","negative regulation of phosphorylation","8/139","336/17643",0.00518944339571129,0.0384763980069977,0.029939386544036,"Ppia/Mapt/Cadm1/Actb/Slc8a1/Pde4d/Gnaq/Dmd",8
"GO:0032793","GO:0032793","positive regulation of CREB transcription factor activity","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Cacna1d/Camk1d",2
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Agrn/Slc8a1",2
"GO:0045161","GO:0045161","neuronal ion channel clustering","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Ank3/Cntnap2",2
"GO:0071340","GO:0071340","skeletal muscle acetylcholine-gated channel clustering","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Sorbs1/Agrn",2
"GO:0086014","GO:0086014","atrial cardiac muscle cell action potential","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Ank2/Cacna1c",2
"GO:0086026","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Ank2/Cacna1c",2
"GO:0086066","GO:0086066","atrial cardiac muscle cell to AV node cell communication","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Ank2/Cacna1c",2
"GO:0098917","GO:0098917","retrograde trans-synaptic signaling","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Cadm1/Tenm2",2
"GO:0150011","GO:0150011","regulation of neuron projection arborization","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Macf1/Grip1",2
"GO:1902514","GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Cacna1d/Cacna1c",2
"GO:2000650","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","2/139","14/17643",0.00527052896022373,0.0384763980069977,0.029939386544036,"Agrn/Hecw1",2
"GO:0000245","GO:0000245","spliceosomal complex assembly","3/139","45/17643",0.00533258140314897,0.0388162320740844,0.0302038193917648,"Celf4/Rsrp1/Celf2",3
"GO:0048708","GO:0048708","astrocyte differentiation","4/139","89/17643",0.0053713131651907,0.0389848352627174,0.0303350134821296,"Nfix/Gap43/Dab1/App",4
"GO:0043271","GO:0043271","negative regulation of monoatomic ion transport","5/139","144/17643",0.00566908926269034,0.0409308542197206,0.0318492564152946,"Ank3/Agrn/Grip1/Hecw1/Gnaq",5
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","3/139","46/17643",0.00567212716223764,0.0409308542197206,0.0318492564152946,"Ank2/Dpp6/Akap6",3
"GO:0021700","GO:0021700","developmental maturation","8/139","342/17643",0.00575834692526843,0.0414336227036556,0.0322404723492797,"Nfix/Bcl11a/Ank3/Rere/Cntnap2/Nrxn1/Gnaq/App",8
"GO:0051648","GO:0051648","vesicle localization","6/139","207/17643",0.00599601268546023,0.042317080072779,0.0329279112219245,"Syn2/Clasp2/Cdh2/Dpysl2/Nrxn1/Kif1b",6
"GO:1903034","GO:1903034","regulation of response to wounding","5/139","146/17643",0.00600466828714165,0.042317080072779,0.0329279112219245,"Clasp2/Neo1/Ptprs/Nrg1/Prkg1",5
"GO:0021879","GO:0021879","forebrain neuron differentiation","3/139","47/17643",0.00602436332720194,0.042317080072779,0.0329279112219245,"Ubb/Zswim6/Gnaq",3
"GO:0060079","GO:0060079","excitatory postsynaptic potential","4/139","92/17643",0.00603679719220231,0.042317080072779,0.0329279112219245,"Celf4/Cntnap2/Nrxn1/App",4
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","4/139","92/17643",0.00603679719220231,0.042317080072779,0.0329279112219245,"Cacna1d/Ank2/Cacna1c/Akap6",4
"GO:0010470","GO:0010470","regulation of gastrulation","2/139","15/17643",0.00605012566535739,0.042317080072779,0.0329279112219245,"Clasp2/Tenm4",2
"GO:0048681","GO:0048681","negative regulation of axon regeneration","2/139","15/17643",0.00605012566535739,0.042317080072779,0.0329279112219245,"Neo1/Ptprs",2
"GO:0061577","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","2/139","15/17643",0.00605012566535739,0.042317080072779,0.0329279112219245,"Cacna1d/Cacna1c",2
"GO:0099151","GO:0099151","regulation of postsynaptic density assembly","2/139","15/17643",0.00605012566535739,0.042317080072779,0.0329279112219245,"Ptprs/Nrxn1",2
"GO:1902306","GO:1902306","negative regulation of sodium ion transmembrane transport","2/139","15/17643",0.00605012566535739,0.042317080072779,0.0329279112219245,"Agrn/Hecw1",2
"GO:0019226","GO:0019226","transmission of nerve impulse","4/139","93/17643",0.0062702630286591,0.04365623537504,0.0339699393304183,"Ank3/Grm7/Dpp6/Cntnap2",4
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","6/139","209/17643",0.0062764555651016,0.04365623537504,0.0339699393304183,"Cacna1b/Nrxn2/Syn2/Ptprn2/Nrxn1/Cadps",6
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","5/139","148/17643",0.00635400635597906,0.0440732186021373,0.0342944037466606,"Sorbs1/Dpp6/Actb/Grip1/Nrxn1",5
"GO:0034331","GO:0034331","cell junction maintenance","3/139","48/17643",0.00638941099168756,0.0441963677436068,0.0343902289782311,"Cadm1/Cntnap2/Nrxn1",3
"GO:0008361","GO:0008361","regulation of cell size","6/139","210/17643",0.00642020642067033,0.0442870437392796,0.0344607860944201,"Bcl11a/Mapt/Macf1/Clasp2/Ttc3/Ptprs",6
"GO:0045927","GO:0045927","positive regulation of growth","7/139","280/17643",0.00679268451750671,0.0466796919411807,0.0363225617046938,"Bcl11a/Mapt/Macf1/Ncam1/Agrn/Nrg1/Akap6",7
"GO:0060537","GO:0060537","muscle tissue development","9/139","428/17643",0.00686244757170323,0.0466796919411807,0.0363225617046938,"Meg3/Nfix/Ncam1/Cntnap2/Slc8a1/Nrg1/Tenm4/Akap6/Dmd",9
"GO:0021681","GO:0021681","cerebellar granular layer development","2/139","16/17643",0.00687891626449509,0.0466796919411807,0.0363225617046938,"Nfix/Nrxn1",2
"GO:0055119","GO:0055119","relaxation of cardiac muscle","2/139","16/17643",0.00687891626449509,0.0466796919411807,0.0363225617046938,"Pde4d/Akap6",2
"GO:1901077","GO:1901077","regulation of relaxation of muscle","2/139","16/17643",0.00687891626449509,0.0466796919411807,0.0363225617046938,"Pde4d/Akap6",2
"GO:1902259","GO:1902259","regulation of delayed rectifier potassium channel activity","2/139","16/17643",0.00687891626449509,0.0466796919411807,0.0363225617046938,"Ank3/Akap6",2
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","4/139","96/17643",0.00700647163564408,0.047416770204467,0.0368960995663647,"Tcf4/Dab1/App/Dmd",4
"GO:0007044","GO:0007044","cell-substrate junction assembly","4/139","97/17643",0.00726401987302761,0.0489386739056745,0.0380803284846996,"Macf1/Sorbs1/Clasp2/Cdh11",4
"GO:0006935","GO:0006935","chemotaxis","8/139","356/17643",0.00727044197001234,0.0489386739056745,0.0380803284846996,"Ppia/Robo1/Agrn/Pde4d/Nrg1/Slit3/App/Camk1d",8
