gene,frequency,go_terms
Iqsec1,5,"dendrite development (GO:0016358, p=3.18e-06); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); dendritic spine development (GO:0060996, p=1.78e-02)"
Kcnh7,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03); action potential (GO:0001508, p=4.93e-02)"
Ndufa4,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Slc1a2,5,"response to salt (GO:1902074, p=3.37e-04); adult behavior (GO:0030534, p=5.19e-03); telencephalon development (GO:0021537, p=1.06e-02); amide transport (GO:0042886, p=1.69e-02); forebrain development (GO:0030900, p=2.39e-02)"
Hsp90aa1,4,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Cdh11,4,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
D130043K22Rik,4,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Unc5c,4,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Lmo4,4,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Rab27b,4,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to synapse (GO:0035418, p=8.77e-06); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Dpp10,4,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03)"
Arl13b,4,"protein localization to cell periphery (GO:1990778, p=2.10e-06); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Psap,4,"locomotory behavior (GO:0007626, p=2.57e-06); amide transport (GO:0042886, p=1.69e-02); central nervous system neuron differentiation (GO:0021953, p=2.14e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Kcnh5,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03)"
Oga,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); amide transport (GO:0042886, p=1.69e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Gnas,4,"cognition (GO:0050890, p=1.77e-05); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); amide transport (GO:0042886, p=1.69e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Tafa2,4,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); memory (GO:0007613, p=4.84e-03); learning (GO:0007612, p=6.01e-03)"
Pde8b,4,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); learning (GO:0007612, p=6.01e-03); amide transport (GO:0042886, p=1.69e-02)"
Ubb,4,"regulation of membrane potential (GO:0042391, p=3.95e-05); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02); central nervous system neuron differentiation (GO:0021953, p=2.14e-02); forebrain development (GO:0030900, p=2.39e-02)"
Dynll1,4,"regulation of membrane potential (GO:0042391, p=3.95e-05); protein-containing complex localization (GO:0031503, p=1.92e-03); amide transport (GO:0042886, p=1.69e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Gria2,4,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); glutamate receptor signaling pathway (GO:0007215, p=2.22e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03)"
Caly,4,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Tubb3,3,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Prickle1,3,"axonogenesis (GO:0007409, p=1.67e-11); dendrite development (GO:0016358, p=3.18e-06); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Ablim1,3,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Epha6,3,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Ttc3,3,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Cit,3,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); dendrite morphogenesis (GO:0048813, p=8.58e-03)"
Nectin3,3,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Vps13a,3,"locomotory behavior (GO:0007626, p=2.57e-06); social behavior (GO:0035176, p=7.40e-03); biological process involved in intraspecies interaction between organisms (GO:0051703, p=8.66e-03)"
Kcnq5,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03)"
Kcnj3,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03)"
Trpc4,3,"regulation of membrane potential (GO:0042391, p=3.95e-05); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02)"
Grm3,3,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); glutamate receptor signaling pathway (GO:0007215, p=2.22e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03)"
Prkaa2,3,"response to salt (GO:1902074, p=3.37e-04); response to calcium ion (GO:0051592, p=2.87e-03); response to metal ion (GO:0010038, p=2.39e-02)"
Zbtb18,3,"telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Hsp90ab1,2,"axonogenesis (GO:0007409, p=1.67e-11); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Auts2,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Ndn,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Aplp1,2,"axonogenesis (GO:0007409, p=1.67e-11); forebrain development (GO:0030900, p=2.39e-02)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Camkv,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Fmn1,2,"cell junction assembly (GO:0034329, p=3.51e-08); regulation of cell junction assembly (GO:1901888, p=1.57e-03)"
Limch1,2,"cell junction assembly (GO:0034329, p=3.51e-08); regulation of cell junction assembly (GO:1901888, p=1.57e-03)"
Cdh6,2,"cell junction assembly (GO:0034329, p=3.51e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Pip5k1a,2,"cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Rapgef1,2,"cell junction assembly (GO:0034329, p=3.51e-08); regulation of cell junction assembly (GO:1901888, p=1.57e-03)"
Ntm,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Stmn2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Dleu2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Crmp1,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Dpysl3,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Mylip,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Rap1gap2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Dlgap1,2,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Lin7a,2,"protein localization to cell periphery (GO:1990778, p=2.10e-06); synaptic vesicle localization (GO:0097479, p=1.57e-02)"
Rab11fip2,2,"protein localization to cell periphery (GO:1990778, p=2.10e-06); amide transport (GO:0042886, p=1.69e-02)"
Kif1b,2,"protein localization to cell periphery (GO:1990778, p=2.10e-06); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Apba1,2,"locomotory behavior (GO:0007626, p=2.57e-06); amide transport (GO:0042886, p=1.69e-02)"
Cacna1i,2,"regulation of membrane potential (GO:0042391, p=3.95e-05); action potential (GO:0001508, p=4.93e-02)"
Sgcd,2,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04); protein-containing complex localization (GO:0031503, p=1.92e-03)"
Mcu,2,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04); amide transport (GO:0042886, p=1.69e-02)"
Tubb2a,2,"telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Tacc1,2,"telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Myrip,2,"amide transport (GO:0042886, p=1.69e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Rora,2,"central nervous system neuron differentiation (GO:0021953, p=2.14e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Stmn1,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Mphosph9,1,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07)"
Efr3a,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Npas2,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Lsamp,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Csmd3,1,"dendrite development (GO:0016358, p=3.18e-06)"
Dop1b,1,"cognition (GO:0050890, p=1.77e-05)"
Gabra4,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Pank2,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Gabrb1,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Astn2,1,"neuron migration (GO:0001764, p=8.13e-05)"
Gria3,1,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Gapdh,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Gucy1b1,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Adcy2,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Ksr2,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Ube2b,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Camta1,1,"second-messenger-mediated signaling (GO:0019932, p=2.31e-04)"
Ly6h,1,"response to salt (GO:1902074, p=3.37e-04)"
Runx2,1,"response to salt (GO:1902074, p=3.37e-04)"
Ywhag,1,"regulation of synaptic plasticity (GO:0048167, p=1.23e-03)"
Xpo1,1,"protein-containing complex localization (GO:0031503, p=1.92e-03)"
Tenm1,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Nnat,1,"amide transport (GO:0042886, p=1.69e-02)"
Ildr2,1,"amide transport (GO:0042886, p=1.69e-02)"
Cpe,1,"amide transport (GO:0042886, p=1.69e-02)"
Myo1d,1,"cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Bicdl1,1,"cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Akt3,1,"positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
