gene,GO,GO_ont,GO_q,DEG_adjp,GO_fc,DEG_log2FC,ID,GO_p,GO_r,GO_ct,GO_cp,DEG_p,DEG_pct1,DEG_pct2,DEG_reg,DEG_sig,DEG_FDR,DEG_edit
Rapgef4,distal axon,CC,3.82562097520283e-16,2.2814005325483e-5,3.56412281733694,0.238833998588526,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,9.10847819119374e-10,0.759,0.775,Up,Sig,4.641798461411195,Rapgef4
Calm1,distal axon,CC,3.82562097520283e-16,2.31640183046354e-5,3.56412281733694,-0.382825293354107,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,9.24822066700018e-10,0.595,0.74,Down,Sig,4.635186100551001,Calm1
Hnrnpk,distal axon,CC,3.82562097520283e-16,8.55481602240687e-5,3.56412281733694,-0.380824039897673,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,3.41550525907569e-9,0.464,0.612,Down,Sig,4.067789325843821,Hnrnpk
Arpc5,distal axon,CC,3.82562097520283e-16,1.208714444682e-4,3.56412281733694,-0.490823702833485,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,4.82578530235962e-9,0.242,0.375,Down,Sig,3.9176762878462896,Arpc5
Calm2,distal axon,CC,3.82562097520283e-16,4.7296251409903e-4,3.56412281733694,-0.275896653959163,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.88830005229781e-8,0.79,0.882,Down,Sig,3.3251732790615067,Calm2
Tubb3,distal axon,CC,3.82562097520283e-16,0.00144432825248306,3.56412281733694,-0.372434381116555,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,5.76647204249235e-8,0.528,0.638,Down,Sig,2.840334093441428,Tubb3
Pebp1,distal axon,CC,3.82562097520283e-16,0.00161488162131401,3.56412281733694,-0.39825952270361,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,6.44740536317329e-8,0.196,0.312,Down,Sig,2.791859308066253,Pebp1
Unc13a,distal axon,CC,3.82562097520283e-16,0.00208454188913506,3.56412281733694,0.319779927804281,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,8.32252121665292e-8,0.561,0.559,Up,Sig,2.680989373247005,Unc13a
Pafah1b1,distal axon,CC,3.82562097520283e-16,0.00254728670471421,3.56412281733694,0.248190054765695,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.01700271677814e-7,0.759,0.772,Up,Sig,2.593922171146386,Pafah1b1
Slc8a3,distal axon,CC,3.82562097520283e-16,0.00266524159295572,3.56412281733694,0.651551094651044,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.06409613644577e-7,0.254,0.2,Up,Sig,2.574263417882437,Slc8a3
Flna,distal axon,CC,3.82562097520283e-16,0.00474146582031695,3.56412281733694,0.410428654695868,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.89302743654607e-7,0.554,0.489,Up,Sig,2.324087375780948,Flna
Snap25,distal axon,CC,3.82562097520283e-16,0.00537456496656852,3.56412281733694,-0.418420506943659,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,2.14579189785943e-7,0.696,0.825,Down,Sig,2.2696566830895506,Snap25
Bin1,distal axon,CC,3.82562097520283e-16,0.00672082507825074,3.56412281733694,0.210504883482951,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,2.68328545464556e-7,0.331,0.363,Up,Sig,2.1725774077593245,Bin1
Grik5,distal axon,CC,3.82562097520283e-16,0.00822882596484513,3.56412281733694,0.287912645669578,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,3.28535392056738e-7,0.533,0.524,Up,Sig,2.0846621226687203,Grik5
Tnk2,distal axon,CC,3.82562097520283e-16,0.00960554412787278,3.56412281733694,0.479612445463415,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,3.83500783641665e-7,0.27,0.232,Up,Sig,2.017478028507726,Tnk2
Zfp804a,distal axon,CC,3.82562097520283e-16,0.0109957384537795,3.56412281733694,-0.452103745542182,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,4.39004210235936e-7,0.786,0.839,Down,Sig,1.9587755988968873,Zfp804a
Shtn1,distal axon,CC,3.82562097520283e-16,0.0157716658465731,3.56412281733694,0.239603128587582,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,6.29682830142258e-7,0.666,0.682,Up,Sig,1.80212243287492,Shtn1
Map3k12,distal axon,CC,3.82562097520283e-16,0.0178155327164952,3.56412281733694,0.299445376226736,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,7.11284094562031e-7,0.321,0.323,Up,Sig,1.7492011869320916,Map3k12
Lmtk2,distal axon,CC,3.82562097520283e-16,0.0317663782956655,3.56412281733694,0.242292543148392,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.26827078275504e-6,0.487,0.516,Up,Sig,1.4980322965315878,Lmtk2
Lrig2,distal axon,CC,3.82562097520283e-16,0.0340816814503519,3.56412281733694,0.306520853670163,GO:0150034,6.0404541713729e-18,0.0764331210191083,ExN_CA1,24hrvs1hr_PTZ,1.36070912485934e-6,0.49,0.466,Up,Sig,1.4674789870686153,Lrig2
Ubb,cytosolic ribosome,CC,4.6221365632509e-16,3.43379376691211e-21,6.24320505272173,-0.852352263026509,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.37094013930295e-25,0.261,0.482,Down,Sig,20.46422579204687,Ubb
Rpl9,cytosolic ribosome,CC,4.6221365632509e-16,2.76255232731466e-15,6.24320505272173,-0.73708782793277,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.10294738983298e-19,0.146,0.314,Down,Sig,14.558689486972433,Rpl9
Rpl13,cytosolic ribosome,CC,4.6221365632509e-16,6.56014154639878e-13,6.24320505272173,-0.760804353200628,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,2.61913264917905e-17,0.237,0.421,Down,Sig,12.18308678986874,Rpl13
Rpl19,cytosolic ribosome,CC,4.6221365632509e-16,7.33375895686363e-12,6.24320505272173,-0.77284529521803,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,2.92799894472936e-16,0.187,0.354,Down,Sig,11.13467336836292,Rpl19
Rplp1,cytosolic ribosome,CC,4.6221365632509e-16,1.03884092333407e-10,6.24320505272173,-0.497304748955637,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,4.14756626875101e-15,0.311,0.486,Down,Sig,9.983450950428855,Rplp1
Rpl28,cytosolic ribosome,CC,4.6221365632509e-16,1.60933500184817e-9,6.24320505272173,-0.464977080565793,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,6.42526051761957e-14,0.146,0.282,Down,Sig,8.79335354302939,Rpl28
Rps19,cytosolic ribosome,CC,4.6221365632509e-16,1.4589598978748e-8,6.24320505272173,-0.706204837920388,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,5.82488880055414e-13,0.143,0.275,Down,Sig,7.835956645303972,Rps19
Rps23,cytosolic ribosome,CC,4.6221365632509e-16,4.53249739839245e-8,6.24320505272173,-0.672842082085715,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.80959691715273e-12,0.169,0.309,Down,Sig,7.343662436513012,Rps23
Rps10,cytosolic ribosome,CC,4.6221365632509e-16,4.80316717017912e-8,6.24320505272173,-0.714169592983146,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.91766166414306e-12,0.172,0.311,Down,Sig,7.31847229784513,Rps10
Rnf25,cytosolic ribosome,CC,4.6221365632509e-16,1.54918444916827e-7,6.24320505272173,0.801583617045019,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,6.1851097902673796e-12,0.322,0.262,Up,Sig,6.809896871145228,Rnf25
Rpl17,cytosolic ribosome,CC,4.6221365632509e-16,5.96129757142427e-7,6.24320505272173,-0.640460186175598,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,2.3800445448254398e-11,0.196,0.334,Down,Sig,6.224659198854638,Rpl17
Rps3,cytosolic ribosome,CC,4.6221365632509e-16,1.1659153834898e-6,6.24320505272173,-0.734911286244165,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,4.6549103025903396e-11,0.156,0.282,Down,Sig,5.933332967430298,Rps3
Rps3a1,cytosolic ribosome,CC,4.6221365632509e-16,1.7425724401452e-6,6.24320505272173,-0.598007583902143,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,6.957210205394679e-11,0.167,0.296,Down,Sig,5.758809158881945,Rps3a1
Rps13,cytosolic ribosome,CC,4.6221365632509e-16,1.88417864038162e-6,6.24320505272173,-0.716020459668462,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,7.52257212592972e-11,0.147,0.273,Down,Sig,5.724877923807453,Rps13
Fau,cytosolic ribosome,CC,4.6221365632509e-16,3.43109956382016e-6,6.24320505272173,-0.445918479570456,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.36986448030509e-10,0.223,0.355,Down,Sig,5.464566679381799,Fau
Rpl18a,cytosolic ribosome,CC,4.6221365632509e-16,3.75533327987058e-6,6.24320505272173,-0.447904746090246,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.49931460049929e-10,0.165,0.288,Down,Sig,5.425351514003158,Rpl18a
Ddx3x,cytosolic ribosome,CC,4.6221365632509e-16,3.93194645066312e-6,6.24320505272173,-0.74230255242098,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.56982730493198e-10,0.19,0.327,Down,Sig,5.405392405473646,Ddx3x
Rpl7a,cytosolic ribosome,CC,4.6221365632509e-16,7.74276748765372e-6,6.24320505272173,-0.725033663928685,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,3.09129535978509e-10,0.153,0.275,Down,Sig,5.111103782237841,Rpl7a
Rps7,cytosolic ribosome,CC,4.6221365632509e-16,1.12409342478887e-5,6.24320505272173,-0.835370966566508,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,4.48793637876339e-10,0.145,0.26,Down,Sig,4.949197592517705,Rps7
Rps14,cytosolic ribosome,CC,4.6221365632509e-16,1.34878749991935e-5,6.24320505272173,-0.543874389718547,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,5.38502615051442e-10,0.23,0.365,Down,Sig,4.870056467586775,Rps14
Eef1a1,cytosolic ribosome,CC,4.6221365632509e-16,2.40727387435616e-5,6.24320505272173,-0.305797315066878,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,9.61102676710247e-10,0.498,0.654,Down,Sig,4.618474497446048,Eef1a1
Rpl4,cytosolic ribosome,CC,4.6221365632509e-16,4.14110460771835e-5,6.24320505272173,-0.795136947125902,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.6533335759645201e-9,0.151,0.267,Down,Sig,4.382883798722197,Rpl4
Rpl8,cytosolic ribosome,CC,4.6221365632509e-16,5.06736012052584e-5,6.24320505272173,-0.464089747301568,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,2.02314054398764e-9,0.174,0.295,Down,Sig,4.2952182307399775,Rpl8
Rpl11,cytosolic ribosome,CC,4.6221365632509e-16,6.5529436234124e-4,6.24320505272173,-0.556721702932482,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,2.61625888266559e-8,0.172,0.28,Down,Sig,3.1835635683701584,Rpl11
Rpl18,cytosolic ribosome,CC,4.6221365632509e-16,0.00149675640658877,6.24320505272173,-0.327924690991147,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,5.97579113901374e-8,0.159,0.259,Down,Sig,2.8248488742611513,Rpl18
Rpl24,cytosolic ribosome,CC,4.6221365632509e-16,0.00384422080378067,6.24320505272173,-0.622654381746108,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.53480289207517e-7,0.162,0.268,Down,Sig,2.415191675345452,Rpl24
Rps15,cytosolic ribosome,CC,4.6221365632509e-16,0.00444593291199619,6.24320505272173,-0.424660075997904,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.77503609693624e-7,0.285,0.411,Down,Sig,2.352037094981536,Rps15
Rpl35a,cytosolic ribosome,CC,4.6221365632509e-16,0.0129949771112018,6.24320505272173,-0.402453969081648,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,5.18823695899779e-7,0.158,0.25,Down,Sig,1.8862244811100644,Rpl35a
Rpl27a,cytosolic ribosome,CC,4.6221365632509e-16,0.0138719470879234,6.24320505272173,-0.397199081313704,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,5.53836670576252e-7,0.226,0.339,Down,Sig,1.8578625764038164,Rpl27a
Rps24,cytosolic ribosome,CC,4.6221365632509e-16,0.0240734092816699,6.24320505272173,-0.591574559937102,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,9.61129447904736e-7,0.17,0.273,Down,Sig,1.61846240048659,Rps24
Rpsa,cytosolic ribosome,CC,4.6221365632509e-16,0.032116749056194,6.24320505272173,-0.339278682310473,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.28225931473605e-6,0.279,0.395,Down,Sig,1.4932684216252994,Rpsa
Rpl36,cytosolic ribosome,CC,4.6221365632509e-16,0.0342771948886757,6.24320505272173,-0.381643190864048,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.36851498737077e-6,0.17,0.267,Down,Sig,1.4649947262533924,Rpl36
Rpl13a,cytosolic ribosome,CC,4.6221365632509e-16,0.0392684803774848,6.24320505272173,-0.501882416899002,GO:0022626,8.514462090199039e-18,0.0420382165605096,ExN_CA1,24hrvs1hr_PTZ,1.56779176657822e-6,0.194,0.302,Down,Sig,1.405955904852385,Rpl13a
Atp1b1,myelin sheath,CC,7.865507755983221e-15,1.43642402930723e-46,4.69028662420382,-0.665624663094263,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,5.73491447801026e-51,0.811,0.936,Down,Sig,45.84271733836339,Atp1b1
Hsp90aa1,myelin sheath,CC,7.865507755983221e-15,1.77911077120906e-37,4.69028662420382,-0.883663509573136,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,7.103089276995469e-42,0.467,0.725,Down,Sig,36.74979701097893,Hsp90aa1
Hspa8,myelin sheath,CC,7.865507755983221e-15,1.87461193908689e-29,4.69028662420382,-0.632358320592504,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,7.484377127348149e-34,0.56,0.773,Down,Sig,28.727088621352724,Hspa8
Gpi1,myelin sheath,CC,7.865507755983221e-15,2.6390867207559397e-29,4.69028662420382,0.76901891978256,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.05365381912243e-33,0.655,0.552,Up,Sig,28.57854633856852,Gpi1
Aldoa,myelin sheath,CC,7.865507755983221e-15,3.41877040829137e-27,4.69028662420382,-1.09556776660517,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.3649420722207698e-31,0.209,0.445,Down,Sig,26.466130063801288,Aldoa
Ppia,myelin sheath,CC,7.865507755983221e-15,8.34715898359066e-27,4.69028662420382,-0.755789158717851,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.3325983086160698e-31,0.475,0.708,Down,Sig,26.078461314659943,Ppia
Gapdh,myelin sheath,CC,7.865507755983221e-15,1.0828325670405299e-23,4.69028662420382,-0.830572580868101,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,4.3232026471854095e-28,0.291,0.528,Down,Sig,22.96543869095722,Gapdh
Ubb,myelin sheath,CC,7.865507755983221e-15,3.43379376691211e-21,4.69028662420382,-0.852352263026509,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.37094013930295e-25,0.261,0.482,Down,Sig,20.46422579204687,Ubb
Tuba1a,myelin sheath,CC,7.865507755983221e-15,9.10211718512976e-18,4.69028662420382,-0.419564793882281,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.63401492599104e-22,0.855,0.895,Down,Sig,17.040857577473044,Tuba1a
Mdh1,myelin sheath,CC,7.865507755983221e-15,8.86347736087508e-14,4.69028662420382,-0.67951934569634,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.5387381166906596e-18,0.269,0.467,Down,Sig,13.052395860239722,Mdh1
Actg1,myelin sheath,CC,7.865507755983221e-15,8.00957349967501e-11,4.69028662420382,-0.461827927420161,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.1978175029644304e-15,0.546,0.693,Down,Sig,10.09639060896809,Actg1
Tuba1b,myelin sheath,CC,7.865507755983221e-15,1.02990970834128e-10,4.69028662420382,-0.592375238527627,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,4.11190844548761e-15,0.235,0.407,Down,Sig,9.987200848001617,Tuba1b
Ckb,myelin sheath,CC,7.865507755983221e-15,8.79633502163844e-9,4.69028662420382,-0.551666780186017,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.51193157729007e-13,0.352,0.514,Down,Sig,8.055698238238248,Ckb
Ubc,myelin sheath,CC,7.865507755983221e-15,3.25847324875468e-8,4.69028662420382,-0.694663885343797,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.3009435256736099e-12,0.17,0.309,Down,Sig,7.486985840102145,Ubc
Actb,myelin sheath,CC,7.865507755983221e-15,3.48879861592151e-8,4.69028662420382,-0.322271915339667,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.39290079287799e-12,0.629,0.767,Down,Sig,7.457324098628189,Actb
Pkm,myelin sheath,CC,7.865507755983221e-15,6.70672966683261e-8,4.69028662420382,-0.68151903240874,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.67765786993756e-12,0.219,0.372,Down,Sig,7.173489198738966,Pkm
Calm3,myelin sheath,CC,7.865507755983221e-15,7.09133568878379e-8,4.69028662420382,-0.711267280528493,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.8312115977098197e-12,0.196,0.342,Down,Sig,7.149271955559641,Calm3
Tubb4b,myelin sheath,CC,7.865507755983221e-15,2.00592248061653e-7,4.69028662420382,-0.462442897265323,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,8.008633691126809e-12,0.19,0.325,Down,Sig,6.697685854411809,Tubb4b
Sdha,myelin sheath,CC,7.865507755983221e-15,5.06845549098079e-7,4.69028662420382,-0.375066489915575,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.02357786999672e-11,0.213,0.341,Down,Sig,6.295124362942,Sdha
Pacsin1,myelin sheath,CC,7.865507755983221e-15,7.31209000125918e-7,4.69028662420382,0.340920476778793,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.91934762696498e-11,0.501,0.491,Up,Sig,6.135958471703974,Pacsin1
Mif,myelin sheath,CC,7.865507755983221e-15,9.89642175147279e-7,4.69028662420382,-0.576358430375329,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.9511405563431894e-11,0.22,0.36,Down,Sig,6.004521804846762,Mif
Nme1,myelin sheath,CC,7.865507755983221e-15,1.64825579185468e-6,4.69028662420382,-0.67381291127896,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,6.580651542518779e-11,0.154,0.279,Down,Sig,5.782975389501379,Nme1
Nefl,myelin sheath,CC,7.865507755983221e-15,2.80705847030124e-6,4.69028662420382,-0.567228683774799,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.1207164412110201e-10,0.144,0.265,Down,Sig,5.551748541029717,Nefl
Sptan1,myelin sheath,CC,7.865507755983221e-15,3.41160276233142e-6,4.69028662420382,0.274475556925569,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.36208039379224e-10,0.879,0.899,Up,Sig,5.467041542619065,Sptan1
Plcb1,myelin sheath,CC,7.865507755983221e-15,6.85709857488359e-6,4.69028662420382,-0.485650448830813,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.73769256792574e-10,0.89,0.925,Down,Sig,5.163859607247432,Plcb1
Exoc4,myelin sheath,CC,7.865507755983221e-15,1.4545174377406e-5,4.69028662420382,-0.322533591149348,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,5.80715230462969e-10,0.842,0.929,Down,Sig,4.837281067769192,Exoc4
Calm1,myelin sheath,CC,7.865507755983221e-15,2.31640183046354e-5,4.69028662420382,-0.382825293354107,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,9.24822066700018e-10,0.595,0.74,Down,Sig,4.635186100551001,Calm1
Eef1a1,myelin sheath,CC,7.865507755983221e-15,2.40727387435616e-5,4.69028662420382,-0.305797315066878,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,9.61102676710247e-10,0.498,0.654,Down,Sig,4.618474497446048,Eef1a1
Slc25a12,myelin sheath,CC,7.865507755983221e-15,2.84424535062796e-5,4.69028662420382,0.302773024316239,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.1355632812823701e-9,0.484,0.504,Up,Sig,4.546032943164523,Slc25a12
Uchl1,myelin sheath,CC,7.865507755983221e-15,1.3821316024448e-4,4.69028662420382,-0.32208964193,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,5.518152283486581e-9,0.427,0.578,Down,Sig,3.859450602769007,Uchl1
Atp6v1a,myelin sheath,CC,7.865507755983221e-15,3.5595120208556e-4,4.69028662420382,-0.479572865947878,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.42113307815534e-8,0.371,0.521,Down,Sig,3.4486095360652467,Atp6v1a
Calm2,myelin sheath,CC,7.865507755983221e-15,4.7296251409903e-4,4.69028662420382,-0.275896653959163,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,1.88830005229781e-8,0.79,0.882,Down,Sig,3.3251732790615067,Calm2
Gpm6b,myelin sheath,CC,7.865507755983221e-15,5.3556036121671e-4,4.69028662420382,-0.323241341874697,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.1382215882809e-8,0.724,0.85,Down,Sig,3.2711915741953264,Gpm6b
Gnao1,myelin sheath,CC,7.865507755983221e-15,9.1169597399727e-4,4.69028662420382,0.223293569138937,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.63994080727144e-8,0.751,0.747,Up,Sig,3.0401499630183504,Gnao1
Pebp1,myelin sheath,CC,7.865507755983221e-15,0.00161488162131401,4.69028662420382,-0.39825952270361,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,6.44740536317329e-8,0.196,0.312,Down,Sig,2.791859308066253,Pebp1
Snap25,myelin sheath,CC,7.865507755983221e-15,0.00537456496656852,4.69028662420382,-0.418420506943659,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.14579189785943e-7,0.696,0.825,Down,Sig,2.2696566830895506,Snap25
Prkcz,myelin sheath,CC,7.865507755983221e-15,0.0054763336183843,4.69028662420382,0.364892225391576,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,2.18642297216605e-7,0.421,0.403,Up,Sig,2.261510102501166,Prkcz
Cltc,myelin sheath,CC,7.865507755983221e-15,0.00758696195045768,4.69028662420382,-0.396403283211403,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.02909009081235e-7,0.537,0.681,Down,Sig,2.1199320939704265,Cltc
Rap1a,myelin sheath,CC,7.865507755983221e-15,0.00937573657843008,4.69028662420382,-0.497795195121294,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,3.74325730763368e-7,0.248,0.372,Down,Sig,2.027994603132869,Rap1a
Hspa5,myelin sheath,CC,7.865507755983221e-15,0.0139741043017002,4.69028662420382,-0.305075070284882,GO:0043209,1.65589636968068e-16,0.0509554140127389,ExN_CA1,24hrvs1hr_PTZ,5.57915291320326e-7,0.283,0.399,Down,Sig,1.8546760195270886,Hspa5
Hsp90aa1,growth cone,CC,2.7332362378051196e-11,1.77911077120906e-37,3.94784314909289,-0.883663509573136,GO:0030426,6.47345424743317e-13,0.0471337579617834,ExN_CA1,24hrvs1hr_PTZ,7.103089276995469e-42,0.467,0.725,Down,Sig,36.74979701097893,Hsp90aa1
Gpm6a,growth cone,CC,2.7332362378051196e-11,5.1754248015128395e-35,3.94784314909289,-0.429864009017258,GO:0030426,6.47345424743317e-13,0.0471337579617834,ExN_CA1,24hrvs1hr_PTZ,2.06628530423318e-39,0.956,0.994,Down,Sig,34.28605399729496,Gpm6a
Rufy3,growth cone,CC,2.7332362378051196e-11,7.41969681206889e-24,3.94784314909289,0.66441635873697,GO:0030426,6.47345424743317e-13,0.0471337579617834,ExN_CA1,24hrvs1hr_PTZ,2.96230958281187e-28,0.611,0.529,Up,Sig,23.12961384075004,Rufy3
